artist,title,lyrics
Alka Yagnik,दैया दैया दैया रे - Daiya Daiya Daiya Re,"1 Contributorदैया दैया दैया रे - Daiya Daiya Daiya Re Lyricsदैया दैया आ आ आ दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
आशिक़ मेरे मैंने तुझसे प्यार किया रे
दैया दैया दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
आँखों से चोरी चोरी इज़हार किया रे
दैया दैया दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
मैं नज़रे मिलाउ तो कैसे मिलाउ
मुझे शर्म आने लगी है
न देखो तो तुझको तो कैसे बचाएं
मेरी जान जाने लगी है
तेरे चाहटों मैं छनकती ही जाये
न मने निगोड़ी यह पायल
मुझे बेकरारी सताने लगी है
किया इश्क़ ने मुझको घायल
ओ ओ ओ
You might also likeदैया दैया दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
तेरा नाम लेके गुज़रते मेरे दिन
तड़प के गुज़रती है राते
मुझे याद आते है अब तो हमेशा
शरारत भरी तेरी बातें
नयी प्यास बांके मोहब्बत में शोला
लबों पे भडकता ही जाए
दीवाना बड़ा है मनाउ तो कैसे
मेरा दिल धड़कता ही जाए
ओ ओ ओ
दैया दैया दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
तुझको चाहा मैंने तेरा दीदार किया रे
दैया दैया दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
दैया दैया दैया रे
आशिक़ मेरे मैंने तुझसे प्यार किया रेEmbed"
Alka Yagnik,दिलबर - Dilbar,"1 Contributorदिलबर - Dilbar Lyricsदिलबर, दिलबर
हाँ, दिलबर, दिलबर
दिलबर, दिलबर
हाँ, दिलबर, दिलबर
होश ना ख़बर है, ये कैसा असर है?
होश ना ख़बर है, ये कैसा असर है?
तुम से मिलने के बाद, दिलबर
तुम से मिलने के बाद, दिलबर
दर्द है, चुभन है, क्या दीवानापन है?
दर्द है, चुभन है, क्या दीवानापन है?
तुम से मिलने के बाद, दिलबर
हाँ, तुम से मिलने के बाद, दिलबर
दिलबर, दिलबर
हाँ, दिलबर, दिलबर
दिलबर, दिलबर
हाँ, दिलबर, दिलबर
तू मेरा ख़्वाब है, तू मेरे दिल का क़रार
तू मेरा ख़्वाब है, तू मेरे दिल का क़रार
देख ले, जान-ए-मन, देख ले बस एक बार
चूम ले जिस्म को, हमनशीं, पास आ
चैन खो गया है, कुछ तो हो गया है
चैन खो गया है, कुछ तो हो गया है
तुम से मिलने के बाद, दिलबर
हाँ, तुम से मिलने के बाद, दिलबर
You might also likeदिलबर, दिलबर
हाँ, दिलबर, दिलबर
दिलबर, दिलबर
हाँ, दिलबर, दिलबर
इश्क़ बेताब है, हुस्न की महकी बहार
इश्क़ बेताब है, हुस्न की महकी बहार
दूरियाँ किस लिए? किस लिए अब इंतज़ार?
टूटता है बदन, क्या हुआ? क्या पता
प्यास में ढली हूँ, रात-दिन जली हूँ
प्यास में ढली हूँ, रात-दिन जली हूँ
तुम से मिलने के बाद, दिलबर
हाँ, तुम से मिलने के बाद, दिलबर
होश ना ख़बर है, ये कैसा असर है?
होश ना ख़बर है, ये कैसा असर है?
तुम से मिलने के बाद, दिलबर
हाँ, तुम से मिलने के बाद, दिलबर
दर्द है, चुभन है, क्या दीवानापन है?
दर्द है, चुभन है, क्या दीवानापन है?
तुम से मिलने के बाद, दिलबर
हाँ, तुम से मिलने के बाद, दिलबरEmbed"
Amit Trivedi,Manja,"1 ContributorManja Lyricsरूठे ख़ाबों को मना लेंगे
कटी पतंगों को थामेंगे
ओ-ओ, है जज़्बा
ओ-ओ, है जज़्बा
सुलझा लेंगे उलझे रिश्तों का माँझा
Hmm-hmm, हाँ, माँझा
Hmm-hmm, हाँ, माँझा
Hmm-hmm, हाँ, माँझा
सोई तक़दीरें जगा देंगे
कल को अंबर भी झुका देंगे
ओ-ओ, है जज़्बा
ओ-ओ, है जज़्बा
सुलझा लेंगे उलझे रिश्तों का माँझा
Hmm-hmm, हाँ, माँझा
Hmm-hmm, हाँ, माँझा
Hmm-hmm, हाँ, माँझा
रिश्ते पंखों को हवा देंगे
रिश्ते दर्द को दवा देंगे
जीत कभी, हार कभी
ग़म तो यारों होंगे दो पल के मेहमाँ
रिश्ते दहलीज़ें भी लाँघेंगे
रिश्ते लहू भी तो माँगेंगे
आँसू कभी, मोती कभी
जाँ भी माँगे यारों, कर देंगे क़ुरबाँ
You might also likeबिसरे यारों को बुला लेंगे
सोई उम्मीदें जगा लेंगे
ओ-ओ, है जज़्बा
ओ-ओ, है जज़्बा
सुलझा लेंगे उलझे रिश्तों का माँझा
Hmm-hmm, माँझा, Hmm-hmm
ओ-ओ, बर्फ़ीली आँखों में
पिघला सा देखेंगे हम कल का चेहरा
ओ-ओ, पथरीले सीने में
उबला सा देखेंगे हम lava गहरा
अगन लगी, लगन लगी
टूटे ना, टूटे ना, जज़्बा ये टूटे ना
मगन लगी, लगन लगी
कल होगा क्या कह दो
किसको है परवाह, परवाह, परवाह
ओ-ओ, रूठे ख़ाबों को मना लेंगे
कटी पतंगों को थामेंगे
ओ-ओ, है जज़्बा
ओ-ओ, है जज़्बा
सुलझा लेंगे उलझे रिश्तों का माँझा
Hmm-hmm, माँझा
Hmm-hmm, माँझा
Hmm-hmm, माँझाEmbed"
Amit Trivedi,Suno Aisha,"2 ContributorsSuno Aisha LyricsTum ho kamaal, tum bemisaal
Tum lajawab ho aisha
Aisi haseen ho
Jis ko choo lo usko haseen kar do
Tum sochti ho duniya mein
Koi bhi kyun kharaab ho aisha
Tum chahati ho
Tum koi rang har zindagi mein bhar do, bhar do
Nikli ho likhne kismat kisiki
Apni hi dhun mein tum aisha
Ye shauk kya hai, ye zid hai kaisi
Itna bata do humko
Suljaane mein tum aur bhi uljane
Hoti ho jo ghum aisha
Apni bhi koi uljan ko door
Kar ke dikha do humko
Suno aisha
Itna to tum bhi samjho
Aisha
Tum chahe jitna chaho
Aisha
Tum jitni koshish karo lo
Aisha
Tum sa na hoga koi
Suno Aisha
ITna To tumbhi samjho
Tum chahe jitna chaho
Tum jitni koshish karlo
Tum sa na hoga koi
You might also likeBaton mein ho aa jaati
Ho jaati ho jazbaati
Pehli samjho to ke mohabbat
Ki hai rah kya
Pal mein ho ke diwaaani
Karti ho tum Manmaani
Tumko Hai duniya vuniya ki
Koi parwaah kya
Aisha jise kehte hain
Ek hain woh lakhon mein
Dil mein jaake rukti hain ho
Aati hai jo ankhhon mein
Suno Aisha
Itna to tum bhi samjho
Tum chahe jitna chaho
Tum jitni koshish karlo
Tum sa na hoga koiEmbed"
Amit Trivedi,Meethi Boliyaan,"1 ContributorMeethi Boliyaan LyricsKuch lamhe the, alsaaye se
Bharmaaye se, fiza mein
Kabhi sehme se, muskaate
Jaana kidhar, na jaane
Meethi boliyan sun lo
Aasmani rangon ki
Meethi boliyan sun lo
Bezubaani lamhon ki
Girte sambhalte chalte ladkhadaye
Haan magar ye honsla na dagmagaye
Armaano ke patang ko udaayen
Udaayen
Aye zindagi hamen sohbaton ka nasha hai
Yeh sohbatein yaaron ki
Aye zindagi hame hosh ki na tu dava de
Dua de, dua de
Meethi boliyan sun lo
Aasmani rangon ki
Meethi boliyan sun lo
Bezubaani lamhon ki
Sapnon ke peechhe chale
Raahon mein hai yaadon ka pehra
Sulga ke (sulga ke) kaali si raat (kaali si raat)
Laayenge ye ujla savera
(Ujla savera…)
You might also likeGirte sambhalte chalte ladkhadaaye
Haan, magar ye hausla na dagmagaaye
Armaanon ki patang ko udaayein
Udaayein
Aye zindagi hamen sohbaton ka nasha hai
Yeh sohbatein yaaron ki
Aye zindagi hame hosh ki na tu dava de
Dua de, dua de
Meethi boliyan sun lo
Aasmani rangon ki
Meethi boliyan sun lo
Bezubaani lamhon kiEmbed"
Amit Trivedi,Namo Namo,"3 ContributorsTranslationsRomanizationNamo Namo Lyrics
जय हो, जय हो, शंकरा (भोलेनाथ, शंकरा)
आदिदेव, शंकरा (हे शिवाय, शंकरा)
तेरे जाप के बिना (भोलेनाथ, शंकरा)
चले ये साँस किस तरह? (हे शिवाय, शंकरा)
मेरा कर्म तू ही जाने, क्या बुरा है, क्या भला
(क्या बुरा है, क्या भला, क्या बुरा है, क्या भला)
तेरे रास्ते पे मैं तो आँख मूँद के चला
(आँख मूँद के चला, आँख मूँद के चला)
तेरे नाम की जोत ने सारा हर लिया तमस मेरा

नमो-नमो जी, शंकरा
भोलेनाथ, शंकरा
जय त्रिलोकनाथ, शंभु
हे शिवाय, शंकरा
नमो-नमो जी, शंकरा
भोलेनाथ, शंकरा
रुद्रदेव, हे महेश्वरा

सृष्टि के जनम से भी पहले तेरा वास था
ये जग रहे या ना रहे, रहेगी तेरी आस्था
क्या समय? क्या प्रलय?
दोनों में तेरी महानता, महानता, महानता
You might also like
सीपियों की ओट में (भोलेनाथ, शंकरा)
मोतियाँ हो जिस तरह (हे शिवाय, शंकरा)
मेरे मन में, शंकरा (भोलेनाथ, शंकरा)
तू बसा है उस तरह (हे शिवाय, शंकरा)
मुझे भरम था जो है मेरा, था कभी नहीं मेरा
(था कभी नहीं मेरा, था कभी नहीं मेरा)
अर्थ क्या, निरर्थ क्या, जो भी है, सभी तेरा
(जो भी है, सभी तेरा, जो भी है, सभी तेरा)
तेरे सामने है झुका, मेरे सर पे हाथ रख तेरा

नमो-नमो जी, शंकरा
भोलेनाथ, शंकरा
जय त्रिलोकनाथ, शंभु
हे शिवाय, शंकरा
नमो-नमो जी, शंकरा
भोलेनाथ, शंकरा
रुद्रदेव, हे महेश्वरा

चंद्रमा ललाट पे, भस्म है भुजाओं में
वस्त्र बाघ-छाल का, है खड़ाऊँ पाँव में
प्यास क्या हो तुझे
गंगा है तेरी जटाओं में, जटाओं में, जटाओं में
दूसरों के वास्ते (भोलेनाथ, शंकरा)
तू सदैव ही जिया (हे शिवाय, शंकरा)
माँगा कुछ कभी नहीं (भोलेनाथ, शंकरा)
तूने सिर्फ़ है दिया (हे शिवाय, शंकरा)
समुद्र मंथन का था समय जो आ पड़ा
(था समय जो आ पड़ा, था समय जो आ पड़ा)
द्वंद्व दोनों लोक में विषामृत पे था छिड़ा
(विषामृत पे था छिड़ा, विषामृत पे था छिड़ा)
अमृत सभी में बाँट के, प्याला विष का तूने खुद पिया
नमो-नमो जी, शंकरा
भोलेनाथ, शंकरा
जय त्रिलोकनाथ, शंभु
हे शिवाय, शंकरा
नमो-नमो जी, शंकरा
भोलेनाथ, शंकरा
रुद्रदेव, हे महेश्वरा
नमो-नमो जी, शंकरा
भोलेनाथ, शंकरा
जय त्रिलोकनाथ, शंभु
हे शिवाय, शंकरा
नमो-नमो जी, शंकरा
भोलेनाथ, शंकरा
रुद्रदेव, हे महेश्वरा
रुद्रदेव, हे महेश्वरा
रुद्रदेव, हे महेश्वरा1Embed"
Amit Trivedi,Gal Mitthi Mitthi,"1 ContributorGal Mitthi Mitthi LyricsGal mitthi mitthi bol, Bajne de taashe dhol
Gal mitthi mitthi bol, ras kaano vich ghol
Bajne de taashe dhol, masti mein tu vi dol
Mann de naina tu khol
Chahat ke moti rol
Dil hunda ae anmol, ke daulat se na tol
Aa sohni tenu chaand ki main choodi pehrawa
Mainu kar de ishaara te main doli lai aanwa
Gal mitthi mitthi bol, ras kaano vich gol
Bajne de taashe dhol, masti mein tu vi dol
Jaanleva teri ada, kaise na koi ho fida
Tera ang sharara jaise maare lashkara soniye
Dekhan ta dil dhadke, tann mein agan bhadke
Surat aisi mannmoni kitta dassa tu hai sohni heeriye
Gal mitthi mitthi bol, das kaano vich ghol
Bajne de taashe dhol, masti mein tu vi dol
Mann de naina tu khol
Chahat ke moti rol
Dil hunda ae anmol, ke daulat se na tol
Aa sohni tenu chaand ki main choodi pehrawa
Mainu kar de ishaara te main doli lai aanwa
You might also likeChahne wala hoon tera, dekh le idhar zara
Tu jo vekhe ik nazar kara lakhan da shukar sohniye
Dekh to tu keh ke mujhe, jaan bhi de dunga tujhe
Tera aisa hoon deewana, tune ab tak yeh na jaana heeriye
Gal mitthi mitthi bol, ras kaano vich gol
Bajne de taashe dhol, masti mein tu vi dol
Mann de naina tu khol
Chahat ke moti rol
Dil honda ae anmol, je daulat se na tol
Aa sohni tenu chaand ki main choodi pehrawa
Mainu kar de ishaara te main doli lai aanwa
Gal mitthi mitthi bol, gal mitthi mitthi bolEmbed"
Amit Trivedi,Love you zindagi,"3 ContributorsLove you zindagi LyricsJo Dil se lage...
Use keh do ,"" Hi Hi Hi Hi""
Jo dil na lage..
Use keh do, "" Bye bye bye bye ""
Ane do ane do
Dil me aa jane do
Keh do muskurahat ko, "" Hi hi hi hi""
Jane do, Jane do
Dil se chale jane do
Keh do ghabarahat ko,"" Bye bye bye bye bye bye""
Love you zindagi...
Love you zindagi...
Love you zindagi...
Love me zindagi...
Oh whoa oh whoa oh whoa...
Kabhi hath pakad ke tu mera
Chal de... Chal de
Kabhi hath chhuda ke mai tera
Chal du... Chal du
Me thodi si moody hu
Tu thodi si tedhi he
Kya khoob yе jodi he?
Teri meri...
Janе do.. Jane do
Dil se chale jane do
Keh do ghabarahat ko,"" Bye bye bye bye bye bye""
You might also likeLove you zindagi..
Love you zindagi...
Love you zindagi..
Love you zindagi...Embed"
Amit Trivedi,Dhak Dhuk,"2 ContributorsDhak Dhuk Lyricsपिया बिन दिल लगे ना एक पल को
मन मा लागे ठेस, कैसे जाऊँ मैं पराए देस?
पिया मोरा निठुरा, पिया ना समझे
मन का ये संदेस, कैसे जाऊँ मैं पराए देस?
जियरा, जियरा, जियरा धाक-धुक होए
जियरा धाक-धुक होए, होए-हाए-हाए
ख़्वाह-मख़ाह, ख़्वाह-मख़ाह, ख़्वाह-मख़ाह धाक-धुक होए
जियरा धाक-धुक होए, हाए-होए-हाए
पिया बिन दिल लगे ना एक पल को
मन मा लागे ठेस, कैसे जाऊँ मैं पराए देस?
हो, कभी दिल धड़के, बाई आँख फड़के
तू ना हमें भूल जाए रे
तुझे दिल जाने, पूरा पहचाने
नैना ये फिसल ना जाएँ रे
सहमी सी पलकें, मोती एक छलके
कि तेरा ज़िक्र जब भी आए
थोड़ी फ़िक्र छू के जाए, हाए-होए-हाए
जियरा, जियरा, जियरा धाक-धुक होए
जियरा धाक-धुक होए, हाए-होए-हाए
पिया बिन दिल लगे ना एक पल को
मन मा लागे ठेस, कैसे जाऊँ मैं पराए देस?
You might also likeहो, ये दिन-रातें, तीखी तेरी बातें
क्या करें जो याद आए रे?
तेरे ताने-बाने, छूने के बहाने
दिल को बड़ा सताएँ रे
क्यूँ ना हमें रोके? एक बार टोके
कि तेरा ज़िक्र जब भी आए
थोड़ी फ़िक्र छू के जाए, हाए-होए-हाए
जियरा, जियरा, जियरा धाक-धुक होए
जियरा धाक-धुक होए, हाए-होए-हाए
ला-ला-ला, ला-ला-ला-ला, ला-ला-ला
ला-ला-ला-ला-ला, कैसे जाऊँ मैं पराए देस?
जियरा धाक-धुक-धाक होए
जियरा, जियरा...
जियरा धाक-धुक-धाक होए
हाए, होए1Embed"
Amit Trivedi,Ghodey Pe Sawaar,"1 ContributorGhodey Pe Sawaar Lyrics
कोई कैसे उन्हें ये समझाए
सजनिया के मन में अभी इनकार है?
जाने बलमा घोड़े पे क्यूँ सवार है
जाने बलमा घोड़े पे क्यूँ सवार है

धीरे-धीरे जतन करने से
दुल्हनिया के खुलते ह्रदय के द्वार हैं
जाने बलमा घोड़े पे क्यूँ सवार है
जाने बलमा घोड़े पे क्यूँ सवार है


बालों में बढ़ के गजरा लगाना
नज़दीक आने का है बहाना
सब जान के भी, छलिया के छल से
मुश्किल है बच पाना

हो, अखियों से ठग के
भरना वो जाने बतियों से जुर्माना

हाँ, जो मैं टोकूँ, कहा ना मेरा माने
भवों को ऐसे ताने, बहस बेकार है
जाने बलमा घोड़े पे क्यूँ सवार है
जाने बलमा घोड़े पे क्यूँ सवार है
You might also like
कोई कैसे उन्हें ये समझाए
सजनिया के मन में अभी इनकार है?
जाने बलमा घोड़े पे क्यूँ सवार है
जाने बलमा घोड़े पे क्यूँ सवार हैEmbed"
Amit Trivedi,English Vinglish (Female Version),"1 ContributorEnglish Vinglish (Female Version) LyricsCoffee voffee, Sugar vugar, Paper vaper
News vews, Clock vock, Time vime, Run vun run vun
Train vain, Pass vass, Late vate, Class vass
Friendship vendship, Bonding vonding, Fun vun fun vun
Badlaa nazara yun yun yun
Saara ka saara new new new
Main happy vappy kyun kyun kyun
Mein busy vusy hoon hoon hoon
Dheeme dheeme, slowly slowly
I’m learning vearning seekhun veekhun nai zubaan
Dheeme dheeme, slowly slowly
I’m learning vearning seekhun veekhun nai zubaan
Aflatoon (English Vinglish)
Hain junoon (English Vinglish)
Morning noon (English Vinglish English Vinglish...)
Aflatoon (English Vinglish)
Hain junoon (English Vinglish)
Morning noon (English Vinglish English Vinglish...)
It’s all about English Vinglish
Oh oh oh..
Morning noon English Vinglish!
Oh oh oh..
You might also likeTeda lagta hain sab kuch yun
Acchha lagta hain phir bhi kyun
I’m trying vying dekho toh
I’m liking viking this that woh
Dheeme dheeme, slowly slowly I’m learning vearning
Seekhun veekhun nai zubaan
Dheeme dheeme, slowly slowly I’m learning vearning
Seekhun veekhun nai zubaan
Aflatoon (English Vinglish)
Hain junoon (English Vinglish)
Morning noon (English Vinglish English Vinglish...)
Aflatoon (English Vinglish)
Hain junoon (English Vinglish)
Morning noon (English Vinglish English Vinglish...)
It’s all about English Vinglish
Oh oh oh..
Morning noon English Vinglish!
Oh oh oh..
Kaisaa asar
Chadhaa hai sar
Ke chalte chale hum bekhabar
Rukne ko naa kaho
Chalte hi jaane do
Oh oh
Qatraa hain darr
Qatraa fikar
Kahin raahon mein hum kho naa jaaye
Raahon ko mod do
Rukne ko naa kaho, oh oh
Badlaa nazaraa
Yun yun yun
Saaraa ka saara — new new new
Main happy vappy kyun kyun kyun
Mein busy vusy hun hun hun
Ha!
Aflatoon (English Vinglish)
Hain junoon (English Vinglish)
Morning noon (English Vinglish English Vinglish..)
It’s all about English Vinglish
Oh oh oh..
Morning noon English Vinglish!
Oh oh oh..
Hurry vurry, Walk shok, Train vain, Clock vock
Late vate, Home vome, Run vun run vun
Hello vello, Food vood, Call vall
Talk valk, Tv shivi, Sleep veep
Num num num num…Embed"
Amit Trivedi,Lehrein,"1 ContributorLehrein LyricsKhoyi-khoyi si hoon main
Kyun ye dil ka haal hai
Dhundli saari khwaab hai
Ulja har khayaal hai
Saari kaliyan murja gayi
Rang unke yaadon mein reh gaye
Saare gharaande reet ke
Lehrein aayi, lehron mein beh gayi
Raah mein kal kitni chirag the
Saamne kal phoolon ki bhaag thi
Kis se kahun kaun hai jo sune
Kaante hi kyun maine hai chune
Sapne mere kyun hai kho gaye
Jaage hai kyun dil mein gumm mere
Saare kaliyan murja gayi
Rang unke yaadon mein beh gaye
Saare gharaande reet ke
Lehrein aayi, lehron mein beh gayi
Kya kahun kyun yeh dil udaas hai
Ab koi door hai na paas hai
Choo le jo dil woh baatein ab kahan
Woh din kahan raatein ab kahan
Jo bhi dhakhal hai ab khawab sa
Ab dil mera hai betaab sa
You might also likeSaari kaliyan murja gayi
Rang unke yaadon mein beh gaye
Saare gharaande reet ke
Lehrein aayi, lehron mein beh gayi, beh gayeEmbed"
Amit Trivedi,Badra Bahaar,"3 ContributorsBadra Bahaar Lyricsहो
बाबुल के अंगना में अमवा के तले
नेहर की दुलारी, नाज़ों से पाले
मेरी मेरी
गुड़िया बचपन कि
संदेसा ले जा रे आ
ओ बद्रा बहार
ओ अम्मा की चाबी के
छल्ले से खोले
तिजोरी मैं जानू
सपने है पड़े
झूठी झूठी
कहानी परियों के
ये जो तू बता की हा
ओ बद्रा बहार
ओ सिसके रे जियरा
बहता रे कजरा
देता रे चुगता रहा रे
मैं भूली सखियाँ
बचपन की बतियां
घून घून ये साँस घबराए
पिया को बता दे आ हा
ओ बद्र बहार
You might also likeओ डोली हमेरी खाली
फूलो में सजे
असुवन की सवारी
नैनो मैं जले
खरी, खरी
साबर की फुहार
संदेसा ले जा जी हां
ओ बद्रा बहार
ओ बद्रा बहार
हो, ओ बद्रा बाहरEmbed"
Amit Trivedi,Shauq,"2 ContributorsShauq Lyrics
बिखरने का मुझको शौक़ है बड़ा
समेटेगा मुझको तू बता ज़रा
हाय, बिखरने का मुझको शौक़ है बड़ा
समेटेगा मुझको तू बता ज़रा

डूबती है तुझमें आज मेरी कश्ती
गुफ़्तगू में उतरी बात
हो, डूबती है तुझमें आज मेरी कश्ती
गुफ़्तगू में उतरी बात की तरह

हो, देख के तुझे ही रात की हवा ने
साँस थाम ली है हाथ की तरह
हाय, कि आँखों में तेरी रात की नदी
ये बाज़ी तो हारी है १०० फ़ीसदी


हो, उठ गए क़दम तो आँख झुक रही है
जैसे कोई गहरी बात हो यहाँ
हो, खो रहे हैं दोनों एक-दूसरे में
जैसे सर्दियों की शाम में धुआँ
You might also like
हाय, ये पानी भी तेरा आईना हुआ
सितारों में तुझको है गिना हुआ
बिखरने का मुझको शौक़ है बड़ा
समेटेगा मुझको तू बता ज़रा, ज़राEmbed"
Amit Trivedi,Chavanprash,"2 ContributorsChavanprash LyricsTere chumme mein Chavanprash hai
Haan tere chumme mein Chavanprash hai
Ho Vitamin jaisa har andaaz hai
Vitamin jaisa har andaaz hai
Tere chumme mein Chavanprash hai
Haan tere chumme mein Chyawanprash hai
Swasthya ke liye – chumma!
Acha hai bada – chumma!
Chumma ye tera saccha hai bada
Din mein do dafaa – chumma!
Chahiye sanam – chumma!
Rakhta hai mere khoon ko garam
Meri, o meri meri meri
Tandurusti ka yehi raaz hai…
Ho tandurusti ka yehi raaz hai
Ki tere chumme mein ahaa!
Tere chumme mein chavanprash hai
Ho tere chumme mein chavanprash hai…
Tere chumme mein chavanprash hai
Tere chumme mein chavanprash hai…
Ho tere chumme mein chavanprash hai…
Tere chumme mein chavanprash hai
Hai hai hai…
Haan! meri mehfil mein
Muscle waala majnu
Kolhapuri swasnagar
Naam kya hai jugnu
Hero jaisi chaal
Badan pe hai baal
Haaye Allah, haaye Allah!
You might also likeDole shole dekho dekho
Haaye Allah, haaye Allah!
Aankhein vaakhein seko seko
Ho la la, ho la la…
Ho la la dingga la la
Ho la la, ho la la…
Ho la la dingga la la
Dingga la la dingga la la
Haaye haaye haaye haaye…
Teer naino se – sattak!
Jab chalaati hai – khattak!
Calorie tan ki tu jalaati hai
OMG, teer naino se jab chalati hai
Calorie tan ki tu jalaati hai
Teri zulfon tale saans bharne mein hi
Meditation ka ehsaas hai…
Tu hi trainer hai tu hi premika
Ho tu hi trainer hai tu hi premika
Chalti phirti tu Yoga class hai
Chalti phirti tu Yoga class hai…
Tere chumme mein chavanprash hai
Ho tere chumme mein chavanprash hai…
Tere chumme mein chavanprash hai
Tere chumme mein chavanprash hai…
Ho tere chumme mein chavanprash hai…
Tere chumme mein chavanprash hai
Hai hai hai…
Haan!Embed"
Amit Trivedi,Ghanchakkar Babu,"2 ContributorsGhanchakkar Babu LyricsOye Oye Oye Oye Dhapi
Oye Oye Oye Oye Jhhapi
Oye Oye Oye Oye Pappi
Umm Muahhh
Sun Oye Ghanchakkar Babu
Tere Chakkar Hai Bekabu
Hua Bheja Talke Sabu Dana Re
Karta Apne Mann Ki
Bhook Badi Hai Dhan Ki
Sabne Tujhko Sanki Mana Re
Oh Lutiya, Oh Khatiya, Oh Lungi
Continuas Thukkamm Patti
Oh Ghanchakkar Sun Le
Chaal Ke Sweater Bun Le
Shakkar Badley Gudh Le Jana Re
Sar Bhooton Ki Matki
Chat Pe Ulti Latki
Taal Pe Mare Chutki
Shaana Re
Lafda, Jhagda, Sumdi
Spontaneous Jholam Patti
You might also likeWah Re Wah Wah Re Wah
Tujhme Bharke Yeh Shaitani Buddhi
Tauba Kehke Shaitanon Ne Bhi
Karwa Li Nasbandi
Hey
Tujhko Kya Pakdega Bhia
Daargoa Koi Thaane Ka
Tune Kardi Hai Fbi Ki Bhi
Nikkar Gandi
Bank Ho Ya Locker
Baap Ka Tere Naukar
Khada Hai Khulla Hokar Aana Re
Mantar Tere Hatke
Sur Se Thoda Bhatke
Aaya Hai Joh Ratke Gaana Re
Aye Tabla Ye Tumba. Ye Pungi
Continuas Thukkamm Patti
Yeh Sana Hai Shana Hai
Uddti Chidiya Ki Par Gin Leta Hai
Aa Eee Ke Badle Isne Sikha Alpha Theta
Sabke Colar Ke Bhaiya Ilzamo Ka Kichad Uchhla
Iske Muh Pe Na Aaya Galti Se Bhi Single Chiitaa
Baat Hai Yeh Andar Ki
Sajish Ke Daftar Ki
Daal Hai Murgi Ghar Ki Khaana Re
Aankh Jo Dayi Fadki
Chahat Utni Bhadki
Door Bhagaye Kadki Aana Re
Aye Chammiya, Ramiya, Oh Gulti
Spontaneous Jholam PattiEmbed"
Amit Trivedi,Motumaster,"1 ContributorMotumaster LyricsIski maa (bhai kiski maa)
Iski maa agar isse, pait mein hi maar deti (maar deti)
Toh Bihar mein akaal na hota (akaal na hota)
Orissa mein, Orissa mein baad na hoti (baad na hoti)
Maa perplex thi (perplex thi)
Baap complex tha (complex tha), complex tha
Arrey radio ke zamaane ka yeh pehla multiplex tha (multiplex tha)
Paida hua yeh jis din paida hua - 2 times
Iss ke baap ne gaon mein ladoo batwaya - 2 times
Woh aakhri din tha jab isske gaon mein kisi ne kuch khaya (kisi ne kuch khaya, kisi ne kuch khaya)
Paida karte iski maa jo zor se chilai
Leke Ashok Chakra sarkar daudi daudi aayi
Doctor ne baap ko side mein le jaake daanta - 2 times
Bola kahan se layi yeh gastronomical jwarbhata - 2 times
Darzi ne bola inchi tape apne bagal mein chaape - 2 times
Kamar toh naapte magar hum kamra kaise naape - 2 times
Hoo pathar ke paalne mein jab yeh leta rota tha - 2 times
Sara gaon isske baap ke aasuon se bartan dhota tha
Bartan bartan bartan dhota tha ..
Gusse mein isska baap (oho)
Parliament gaya (aaha)
Bola nirodh kyun, late invent kiya (oho ..) invent ..
You might also likeHar baal ki khaal ki yeh chaal bhi kha jaaye
Iske haath padh jaaye toh mahiney saal bhi kha jaaye
Kisi behal ka bacha jo haal bhi haal kha jaaye
Bemaut marte mann ka yeh malaal kha jaaye
Lalu kalaal kha jaaye
Naxal baari ki naal kha jaaye
Bachpan ka dhamaal kha jaaye
Budhape ki shaal kha jaye
Haya toh chodo baheya ki chaal bhi kha jaaye
Agar parosa ja sake toh khayal bhi kha jaaye
(butter chiken, butter chiken ..)
Hoo ladoo gopal hai poora chopal hai
Khada toh itarsi baitha Bhopal hai
(baitha Bhopal hai bhai baitha Bhopal hai
Bhopal Bhopal baitha Bhopal hai)
Iski jo paad hai khansabo ko daad hai
Baap murdabad beta muradabad hai
(iski jo paad hai khansabo ko daad hai
Baap murdabad beta muradabad hai, baap murdabad beta muradabad hai)
Hey isski jo dakaar hai bhopu bhi bekar hai
Gud gud iske pait ki, pait ki sarkar hai
Vote do bhai vote do, poora hi phod do
Iska jo size hai iski maa ka pyaar hai
Hajam kiya iss ne apne baap ka karobaar hai
(baap ka karobaar apne baap ka karobaar hai)
Chirken ka muse hai par ya varan hi lose hai
Udne na dena isse dooms day ka fuse hai
(dooms day ka fuse hai bhai dooms day ka fuse, doom
Dooms day ka fuse dooms day ka fuse hai)
Khachua bhi isse faster, motumaster
Gas ka plaster, motumaster
Hai naak bandh phaatkar, motumaster
Chod baant baant kar, motumaster
Yeh motumaster hai total disaster
Total diaster hai motumaster
Motumaster chal daaro paas kar
Chup be, bastardEmbed"
