spotify_id,title,artist,album,release_date,popularity,0
7k9kVveh62yR2ir59pPDSv,Paisa,"Mika Singh, Bella, Manish Sahriya","Paisa (From ""Jaggu Ki Lalten"")",2022-10-08,9.0,
0HtG82DvD7DG3suQk3c8jt,Tere Bin Zindagi,Mika Singh,Tere Bin Zindagi,2020-02-14,3.0,
5plONs4eChYxxCYhtQDQNr,BHOOT AAYA,"Mika Singh, Fazilpuria, Sachin Gupta","Bhoot Aaya (From ""Nanu Ki Jaanu"")",2018-04-11,8.0,
1gnRc9gHqelbPkuIFtIa5d,Manmohini,"Mika Singh, Kanika Kapoor, Ikka, Raaj Aashoo, Dj Emenes Mib, Vicky, Hardik","Manmohini (From ""Hume Tumse Pyaar Kitna"")",2019-06-25,14.0,
5ikJcfvmfy1pQIAxBW5Ssx,Kanjoos,Mika Singh,Gulabo Sitabo (Original Motion Picture Soundtrack),2020-05-27,4.0,
2D5rsB2oZ2uq5Lnfuc4Y7W,Godfather,Mika Singh,Ranchi Diaries,2017-10-07,0.0,
62kyw2ux2p0CZ7pKWtM6QO,Tujhko Jo Paaya,"Pritam, Mohit Chauhan",Crook (Original Motion Picture Soundtrack),2010-09-03,59.0,
1QufGJee7k9v4Cfp2NxXbv,Abhi Kuch Dino Se,"Pritam, Mohit Chauhan",Dil Toh Baccha Hai Ji,2010-12-23,70.0,
2MmAYegcUty1DmG0Gw7AMh,Jo Bhi Main,Mohit Chauhan,Rockstar,2011-10-01,58.0,
0pw3p4gf5homOkvOGOJulF,Tune Jo Na Kaha,"Pritam, Mohit Chauhan, Sandeep Shrivastava",New York,2009-06-10,67.0,
2VJIaxgWeyw9loL1sqKl7c,Rab Ka Shukrana,"Pritam, Mohit Chauhan",Jannat 2 (Original Motion Picture Soundtrack),2012-03-30,56.0,
51g2elSwem1jYNLov8qQIB,Guncha,"Mohit Chauhan, Shafaat Ali","Guncha (From ""Main Meri Patni Aur Woh"" / Instrumental Music Hits)",2023-08-27,3.0,
2GKqdjJyur0Y6WtIPlzhOa,Phir Se Ud Chala,Mohit Chauhan,Hits Of A.R. Rahman,2025-03-20,24.0,
7uNnlVit5qDvfOje0pqICF,Tum Ho,"Mohit Chauhan, Suzanne D'Mello",Rockstar,2011-10-01,69.0,
4svSc7BE6r9xMEk0GosnVu,Rang Lageya,"Mohit Chauhan, Rochak Kohli",Rang Lageya - Single,2021-03-17,51.0,
2ota18jyZVMGvwQ0IV8qz7,Bezubaan,"Sachin-Jigar, Mohit Chauhan, Priya Saraiya, Deane Sequeira, Tanvi Shah, Mayur Puri",ABCD - Any Body Can Dance (Original Motion Picture Soundtrack),2013-06-24,48.0,
0ANM7OVho2pqsFguo832qb,Tu Hi Junoon,"Pritam, Mohit Chauhan, Kausar Munir",Dhoom:3,2013-11-14,49.0,
7eQl3Yqv35ioqUfveKHitE,Tum Se Hi,"Pritam, Mohit Chauhan, Irshad Kamil",Jab We Met,2007-09-21,79.0,
6yipH0hUeAf4YPK40k1oIY,Ala Barfi,"Pritam, Mohit Chauhan",Barfi! (Original Motion Picture Soundtrack),2012-06-24,48.0,
5wdkKS3kWXBU9bklLVsAFs,Ilahi (Reprise),"Pritam, Mohit Chauhan",Yeh Jawaani Hai Deewani,2013-03-30,57.0,
0MbSKYPuFNFqsIVmWuianC,Nadaan Parinde,"A.R. Rahman, Mohit Chauhan",Hits Of A.R. Rahman,2025-03-20,22.0,
369C9qXxeoYoVRdsrpY5VX,Man Lafanga,"R. Anandh, Mohit Chauhan, Swanand Kirkire",Lafangey Parindey,2013-07-15,35.0,
5GeBgck1MU2tlIkMpsn8uT,Matargashti,Mohit Chauhan,Tamasha,2015-10-16,69.0,
38uWiiaOVsaZNarFJONJhf,Sheher Mein,"Mohit Chauhan, Karthik",Rockstar,2011-10-01,53.0,
3n5KN8FDe1sFC0O9V5ZBha,Aur Ho,"Mohit Chauhan, Alma Ferovic",Rockstar,2011-10-01,51.0,
5o0AhJuaw36vSDTZGpOFFM,Masakali,Mohit Chauhan,Hits Of A.R. Rahman,2025-03-20,26.0,
6L4QbsQrP9ZiZdz9SfOSGV,Yeh Dooriyan,"Pritam, Mohit Chauhan",Love Aaj Kal (Original Motion Picture Soundtrack),2020-02-14,59.0,
56y6UhrAnXeSovZIE497DL,Khoon Chala,"A.R. Rahman, Mohit Chauhan",Rang De Basanti (Original Motion Picture Soundtrack),2005-12-04,36.0,
2GlZQur8CHidODl6OgMO3z,Kyun Dil Mera,Mohit Chauhan,"Kyun Dil Mera (From ""Paharganj"")",2019-02-22,40.0,
52itZ0w0CydihB2JCZEIft,Pee Loon,"Pritam, Mohit Chauhan, Irshad Kamil",Once Upon A Time In Mumbaai,2010-06-29,75.0,
5jOHD4c6UayVZn9Xm7IvyO,Rabba,Mohit Chauhan,Heropanti,2014-04-21,56.0,
2S6DBGSl8c7hWZmC7R0Lgj,Top Tucker,Mohit Chauhan,Sarkar (Tamil) [Original Motion Picture Soundtrack],2018-10-03,49.0,
4uR9n7HU8WlyEqJuD9xi4T,Sachi Muchi,"Vishal-Shekhar, Mohit Chauhan, Harshdeep Kaur, Irshad Kamil",Sultan,2016-05-31,42.0,
0Sn3sVJVbD9SA5j0xprLX2,Hafiz Hafiz,Mohit Chauhan,Laila Majnu (Original Motion Picture Soundtrack),2018-10-30,49.0,
7EstV7pKVSut8TLx7skwK7,Tanha Mera Pyaar,"Mohit Chauhan, Rohan Rohan","Tanha Mera Pyaar (From ""Bypass Road"")",2019-10-19,26.0,
1e83DKixcGxhymeItWkyug,Tabah,Mohit Chauhan,Heropanti,2014-04-21,46.0,
0D6gorV8Z1qvgj3ILqOxdj,Tum Se Hi (From ”Jab We Met”),Mohit Chauhan,Charismatic Sasha - Shahid,2020-02-24,40.0,
7aGP8THL45LnFX8xIY1Jcx,Jaagran (Rockstar),Mohit Chauhan,Rockstar,2011-10-01,42.0,
4EHa33GDXoVWGXYOO3cEGm,Yun Hi,"Mohit Chauhan, Raj Shekhar",Tanu Weds Manu,2011-02-02,56.0,
5yETBj2hr5RMkECGhyCakJ,Is Jahaan Mein,"Pritam, Mohit Chauhan",Tum Mile (Original Motion Picture Soundtrack),2009-09-08,38.0,
29YePgOxuPLfU7uZKxKf6w,Sawaar Loon,"Monali Thakur, Amit Trivedi",Lootera,2013-05-29,70.0,
15BmNnMZTnPTawkFaJv1JR,Zara Zara Touch Me,"Monali Thakur, Earl Edgar, Pritam",Race (Original Motion Picture Soundtrack),2008-03-21,62.0,
1WxzZoWBTmB68AtyA6ejBB,Haan Ke Haan,"Sohail Sen, Monali Thakur, Kausar Munir",Maharaj,2024-06-24,74.0,
7uubRr0u9Zxc1Y84hEn7Xf,Moh Moh Ke Dhaage,"Anu Malik, Monali Thakur, Varun Grover",Dum Laga Ke Haisha,2015-02-09,62.0,
4PDy92OShGUF8h4GUGEUnM,Dil Ka Fitoor,Monali Thakur,Dil Ka Fitoor,2020-05-31,8.0,
14mxoVNHA77ja4bre40T1p,Dugga Elo,"Monali Thakur, Guddu",Dugga Elo,2019-09-21,34.0,
1r6sFC5J0p9r3jcfIoSGDM,Taaron Ke Shehar,"Neha Kakkar, Jubin Nautiyal, Jaani",Taaron Ke Shehar,2020-09-20,65.0,
7tcFwF9YaYTBvgkioJCBOU,Pee Loon-Ishq Sufiyana,"Neha Kakkar, Sreerama Chandra, Abhijit Vaghani, Pritam, Vishal-Shekhar","Pee Loon-Ishq Sufiyana (From ""T-Series Mixtape"")",2017-07-24,37.0,
5eXkMHrTm82gAZYK5Zx6ux,Jinke Liye,"Neha Kakkar, B Praak, Jaani","Jinke Liye (From ""Jaani Ve"")",2020-03-31,45.0,
63MvWd6T6yoS7h4AJ4Hjrm,Aankh Marey,"Neha Kakkar, Mika Singh, Kumar Sanu, Tanishk Bagchi","Aankh Marey (From ""Simmba"")",2018-12-06,61.0,
7Kfuk1S0nmjzRiAnezoC6j,Oh Humsafar,"Neha Kakkar, Tony Kakkar, Manoj Muntashir",Oh Humsafar,2018-04-17,52.0,
0poQXCS9sPg6QYrDaIXLNR,High Rated Gabru-Ban Ja Rani,"Neha Kakkar, Guru Randhawa, Abhijit Vaghani, Manj Musik, Rajat Nagpal, Haji Springer","High Rated Gabru-Ban Ja Rani (From ""T-Series Mixtape Punjabi"")",2017-12-25,29.0,
4xA7TokHI9HTapV4wO3W5I,Baarish,"Neha Kakkar, Rohanpreet Singh, Showkidd, Samay",Baarish Mein Tum,2022-09-05,55.0,
4jnu5AGBIup4j0gm1v13f2,Mere Angne Mein,"Neha Kakkar, Raja Hasan, Tanishk Bagchi",Mere Angne Mein,2020-03-09,45.0,
2RKGtM8v2JM72Gyo1wLmgg,KHYAAL RAKHYA KAR,"Neha Kakkar, Rajat Nagpal",Khyaal Rakhya Kar,2020-12-22,38.0,
2q0V50aNlI1RQXJyE5HDgD,Odhani,"Sachin-Jigar, Darshan Raval, Neha Kakkar","Odhani (From ""Made in China"")",2019-09-24,57.0,
64P40acrAWvMH0QQmbUlsh,Daily Daily,"Neha Kakkar, Rajat Nagpal",Daily Daily,2020-02-14,36.0,
7EwDWAUVx5RfXQbzHyfYFW,Suroor,"Neha Kakkar, Bilal Saeed",Suroor,2017-11-03,45.0,
6ces9m3srlR4at64FvGDg4,Laal Ghaghra,"Neha Kakkar, Herbie Sahara, Manj Musik","Laal Ghaghra (From ""Good Newwz"")",2019-12-17,43.0,
0j6LeC4rexb63tw2IaY5Gq,Tum Par Hum Hai Atke,"Neha Kakkar, Mika Singh, Tanishk Bagchi","Tum Par Hum Hai Atke (From ""Pagalpanti"")",2019-10-24,47.0,
2HNzLD9SV3LoOGf8PA4GNJ,Bhangra Ta Sajda,"Neha Kakkar, Shashwat Sachdev, Romy",Veere Di Wedding (Original Motion Picture Soundtrack),2018-05-31,42.0,
3JLpxzAewlb4ah2wi43z6d,Phone Mein Teri Photo,"Neha Kakkar, Tony Kakkar","Phone Mein Teri Photo (From ""Tuesdays & Fridays"")",2021-02-05,43.0,
0fZJoLBwD8ja2Hg8tCPImu,Marjaneya,"Neha Kakkar, Rajat Nagpal",Marjaneya,2021-03-18,28.0,
1KZsnax1OkAFWkc8noGKkK,Ek Do Teen Chaar,"Neha Kakkar, Tony Kakkar",Ek Paheli Leela,2015-03-10,25.0,
5wh3xQRbUiQn1ENotMcNa3,2 Phone,"Neha Kakkar, Rajat Nagpal",2 Phone,2021-07-29,21.0,
6OI7K75TZHR9vM3iPsf8SG,Superstar,"Neha Kakkar, Vibhor Parashar",Superstar,2020,34.0,
35Hv254Qn97GXNqWFIrYWP,Aur Pyaar Karna,"Neha Kakkar, Guru Randhawa, Sachet-Parampara",Aur Pyaar Karna Hai,2021-03-03,43.0,
4jLXamAFIHzQxEsg3PcCj1,Camray Waleya,"Neha Kakkar, Tony Kakkar",Camray Waleya,2017-09-22,23.0,
5FihcmME7NlwW8KbYOaHVH,The Breakup Song,"Pritam, Arijit Singh, Badshah, Jonita Gandhi, Nakash Aziz",Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition],2016-10-26,63.0,
3beYHVCFKzbdNjJqjKeYpM,Teri Jhuki Nazar,"Pritam, Shafqat Amanat Ali",Murder 3 (Original Motion Picture Soundtrack),2013-02-01,70.0,
5arambGXhSW6TZUR9L0tSw,Baatein Kuch Ankahee,"Pritam, Adnan Sami",Life In A Metro (Original Motion Picture Soundtrack),2007-03-17,56.0,
4bD9z9qa4qg9BhryvYWB7c,Kabira,"Pritam, Tochi Raina, Rekha Bhardwaj",Yeh Jawaani Hai Deewani,2013-03-30,75.0,
6emsLWJ2bu8vCP7BslV76d,Manma Emotion Jaage,"Pritam, Amit Mishra, Anushka Manchanda, Antara Mitra",Dilwale (Original Motion Picture Soundtrack),2015-11-17,54.0,
7iLA6PQeQWRjLDHOJgGpj5,Gerua,"Pritam, Arijit Singh, Antara Mitra",Dilwale (Original Motion Picture Soundtrack),2015-11-17,62.0,
5swv4r5dYNHhsL54jGqmn8,Tukur Tukur,"Pritam, Arijit Singh, Neha Kakkar, Kanika Kapoor, Siddharth Mahadevan, Nakash Aziz",Dilwale (Original Motion Picture Soundtrack),2015-11-17,57.0,
1n1b2lwdRdWF5RAaA0vewk,Aahun Aahun,"Neeraj Shridhar, Master Saleem, Suzi Q, Pritam",Love Aaj Kal (Original Motion Picture Soundtrack),2009-07-31,61.0,
7gl8XJ8EmiObfSFppTATt6,Twist,"Neeraj Shridhar, Pritam",Love Aaj Kal (Original Motion Picture Soundtrack),2009-07-31,62.0,
6uW0tsv1DhwY3NvduQho0z,Bhar Do Jholi Meri (Reprise),"Pritam, Imran Aziz Mian, Kausar Munir",Bajrangi Bhaijaan,2015-07-07,37.0,
3Oel2uKhw6SBwZ5SfRCD6r,Mehrama (Extended),"Pritam, Darshan Raval, Antara Mitra",Love Aaj Kal (Original Motion Picture Soundtrack),2020-02-14,52.0,
1Wmhz6pAesAAKh6Oy3zknL,Phurrr,"Diplo, Pritam, Mohit Chauhan","Phurrr (From ""Jab Harry Met Sejal"")",2017-08-03,31.0,
6BQWmYuo5aO5och7iUg6Oj,Raabta (Siyaah Raatein),"Pritam, Hamsika, Arijit Singh, Joi",Agent Vinod,2012-02-24,46.0,
5wSrNabHJCrNmPsyCPobRu,Hawayein (Film Version),"Pritam, Arijit Singh",Jab Harry Met Sejal (Original Motion Picture Soundtrack),2017-08-03,33.0,
72Z2D7jpKevicRkyL45mbw,Lutt Putt Gaya,"Pritam, Arijit Singh, IP Singh, Swanand Kirkire","Lutt Putt Gaya (From ""Dunki"")",2023-11-22,67.0,
5jTlZXaSSsNuNEAQzEldlz,Hey Mr. DJ,"Benny Dayal, Shalmili Kholgade, Shefali Alavares, Pritam",Phata Poster Nikhla Hero (Original Motion Picture Soundtrack),2013-09-20,32.0,
6cUOiOY5qh2FpIQWIYAd2h,Mehrama,"Pritam, Darshan Raval, Antara Mitra",Love Aaj Kal (Original Motion Picture Soundtrack),2020-02-14,73.0,
7viKJxrTrzfVsifsDpsBnj,Raabta (Night In a Motel),"Pritam, Hamsika, Arijit Singh",Agent Vinod,2012-02-24,37.0,
3bnlel72WwhDfTGzFEBoZG,Jannatein Kahan (Power Ballad),"Pritam, Nikhil D'Souza",Jannat 2 (Original Motion Picture Soundtrack),2012-03-30,47.0,
13O0A6hqW8oHtQPr2I1vvd,Tum Mile,"Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya",Rocky Aur Rani Kii Prem Kahaani (Original Motion Picture Soundtrack),2024-05-15,56.0,
6wW02dwL3QVGV3EEem4kLP,Butterfly,"Pritam, Dev Negi, Sunidhi Chauhan, Aaman Trikha, Nooran Sisters",Jab Harry Met Sejal (Original Motion Picture Soundtrack),2017-08-03,35.0,
4zfWw4IttVasH4tIuLIW65,Main Tera Rasta Dekhunga,"Pritam, Vishal Mishra, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",Dunki,2023-12-20,37.0,
3ctDo5gZFNOiMjqa0XDBif,I’ll Do The Talking Tonight,"Pritam, Neeraj Shridhar, Aditi Singh Sharma, Shefali Alvares, Barbie Amod",Agent Vinod,2012-02-24,44.0,
2cPUB8EOT6AfJ8oxhyoNXL,Ye Tune Kya Kiya,"Pritam, Javed Bashir",Once Upon Ay Time In Mumbai Dobaara !,2013-07-22,78.0,
3x55c9UVpbURc2T02DLfEM,Te amo,"Pritam, Ash King, Sunidhi Chauhan",Dum Maaro Dum,2011-03-15,64.0,
7CG7ehGMpfp3cYOLQzE1CZ,Ami Holam Tomar Radha,"Pritam, Shahid Mallya, Pragya Dasgupta","Ami Holam Tomar Radha (From ""Jab Harry Met Sejal"") (feat. Pragya Dasgupta)",2017-08-03,0.0,
7rv9kCz2iayLLrE4D5OjOH,Lehra Do Extended,"Pritam, Arijit Singh",83 (Original Motion Picture Soundtrack),2021-12-23,34.0,
7xrosWOQbSHqhZWRXY69iS,Dil Mera Muft Ka,"Pritam, Nandini Srikar, Muazzam, Rizwan, Shadab Faridi, Altamash Faridi, Shabab Sabri",Agent Vinod,2012-02-24,56.0,
4URszTyoQLRF0fCUStbwEr,Dhak Dhak,"Pritam, Mika Singh",Action Replayy,2010-10-07,24.0,
2ylMWA3BJdgHP2AYuvm2Fm,Parmeshwara,"Pritam, Raftaar",Love Aaj Kal (Original Motion Picture Soundtrack),2020-02-14,33.0,
6Mp18aORQHu8QoLUhbqe4h,Main Tera Rasta Dekhunga (Film Version),"Pritam, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",Dunki,2023-12-20,34.0,
5BRnDYf8V2vKGVvuERvySS,Swag Mera Desi,"Raftaar, Manj Musik",Spoken Word,2014-06-22,38.0,
6PKNPLFj5oE9eS7Og84993,Sheikh Chilli,Raftaar,Sheikh Chilli,2021-01-08,45.0,
07IBa26c0MwlpUhBrwCM9s,Awein Hai,"Raftaar, Frisk",Awein Hai,2023-07-21,31.0,
10qGUWiXrqjLjZdKMaKgcI,Naachne Ka Shaunq,"Brodha V, Raftaar",Mr. Nair,2020-04-13,40.0,
2KFuYtZf6KxzDE6PogFxMK,F16,"Raftaar, Sikander Kahlon",HARD DRIVE Vol. 1,2022-11-16,42.0,
0rpcam9O6KfmWqSYp4q8PM,GOAT Dekho,Raftaar,Goat Dekho,2021-11-30,39.0,
61vxqbOHdDq47VBtMjcuWR,Proud,Raftaar,Mr. Nair,2020-04-13,29.0,
1wQsJ18k8zNL8DixnLWbsG,Never Back Down,Raftaar,Never Back Down,2022-12-25,44.0,
7HIj0ngCi26xwxKDVkxaR9,Aage Chal,Raftaar,Aage Chal,2021-01-07,49.0,
1Si7zrACEMFmJQBpalXSDh,Black Sheep,Raftaar,Black Sheep,2021-02-05,31.0,
3COJwONDtfGe6Cb17woiYd,Me & My Pen,"Shah Rule, Raftaar",Mr. Nair,2020-04-13,29.0,
24uSxern7HZJupb1fGqLuQ,36,"Raftaar, Karma",HARD DRIVE Vol. 1,2022-11-16,47.0,
7sAb2f62IJ28DvEP6x3FRw,RAASHAH,"Raftaar, Badshah",HARD DRIVE Vol. 1,2022-11-16,49.0,
7s3AukZgDO4sFjgjNL0hPQ,Superman,"Raftaar, Manj Musik",Mr. Nair,2020-04-13,22.0,
5RADgVKXPFVdHywMtwJ6Ai,Sick,"Yunan, Raftaar",Mr. Nair,2020-04-13,22.0,
4y46qwD4piyfJkyX9fYYhp,Damn,"Raftaar, KR$NA",Mr. Nair,2020-04-13,26.0,
3iHrujRNixRWNxpkSIjlar,Gaddi,"Raftaar, Romy",Bajao (Original Series Soundtrack),2023-08-06,0.0,
6VdfA3omQwvxpF2nQ1XIix,Drama,Raftaar,Mr. Nair,2020-04-13,28.0,
1LZbyxhEXOjdHwWoaWN7Ve,NO CHINA,"Raftaar, KR$NA",HARD DRIVE Vol. 1,2022-11-16,49.0,
5EyMW7eXYVkB1pwXqrGq5c,JASHAN-E-HIP-HOP,"Raftaar, Faris Shafi",HARD DRIVE Vol. 1,2022-11-16,47.0,
3BtD46l3JVcPAmwX6NhMCq,Tu Phir Se Aana,"Raftaar, Salim Merchant, Karma",Tu Phir Se Aana,2020-12-08,23.0,
5TBAZpPX4leFnT6FJBDMtk,Move,Raftaar,Mr. Nair,2020-04-13,35.0,
75QmHdJxWGs5yfKcnjucja,Haan,"Raftaar, Harjas, Rashmeet Kaur",Mr. Nair,2020-04-13,17.0,
59vPam8qyeEeD0W4NjNXBp,Feeling You,"Deep Kalsi, Raftaar",Mr. Nair,2020-04-13,25.0,
4KPpy2Z4CilW3yeKROHK7J,Jean Teri (Zero to Infinity),"Raftaar, Jaz Dhami, Deep Kalsi",Zero to Infinity,2018-05-30,27.0,
4UejUyG5rtkxokZqlEKutq,Main Wahi Hoon,"Raftaar, Karma",Mr. Nair,2020-04-13,32.0,
4rm1pZNlYMWi1Wpew3oLDu,Speed Se Badho,Raftaar,Speed Se Badho,2022-09-02,19.0,
6gjarl3YlvQtnvGCZQ4IRK,ICE,Raftaar,HARD DRIVE Vol. 1,2022-11-16,38.0,
6OKU9StkUNczdY8Cdm8IcM,Beshaq,"Raftaar, Yunan",Mr. Nair,2020-04-13,22.0,
47ZCCeeC5PaMYN4meEAz44,Dhaakad,"Raftaar, Pritam",Dangal (Original Motion Picture Soundtrack),2016-12-14,50.0,
2ZEndpqcu0g7Yq7BwOgn8A,RATATA,Raftaar,Ratata,2022-01-18,16.0,
1wQsJ18k8zNL8DixnLWbsG,Down,Raftaar,Never Back Down,2022-12-25,44.0,
3ZjMdVOWxQ53FKrmkgCv95,Psycho Saiyaan,"Sachet Tandon, Dhvani Bhanushali, Tanishk Bagchi","Psycho Saiyaan (From ""Saaho"")",2019-07-08,62.0,
1feANd8EfcDP5UqSvbheM3,Bekhayali,"Sachet Tandon, Sachet-Parampara","Bekhayali (From ""Kabir Singh"")",2019-05-24,71.0,
5aMLADD1Ho6Ogq8s8mIzB9,Ram Siya Ram,"Sachet-Parampara, Sachet Tandon, Parampara Tandon, Manoj Muntashir","Ram Siya Ram (From ""Adipurush"")",2023-05-29,67.0,
28w9HJdplcvHhwwRIbcoKY,Sachiya Mohabbatan,"Sachet Tandon, Sachin-Jigar","Sachiya Mohabbatan (From ""Arjun Patiala"")",2019-07-11,46.0,
4xmkpE1Si5JL7NFxWrhV0S,Humraah,"Sachet Tandon, Kunaal Vermaa, The Fusion Project","Humraah (From ""Malang - Unleash The Madness"")",2020-01-23,68.0,
4FcZBCb6dANhvsEnFlgJwG,Ghamand Kar,"Sachet Tandon, Parampara Tandon, Sachet-Parampara","Ghamand Kar (From ""Tanhaji - The Unsung Warrior"")",2019-12-24,61.0,
2yIwJ0T9opWL6PhAYTPcPC,Chura Liya,"Sachet Tandon, Parampara Tandon, Sachet-Parampara",Chura Liya,2021-10-12,52.0,
4iluAn44ygE4P4LTtsmoZh,Bewafai,"Sachet Tandon, Rochak Kohli, Manoj Muntashir",Bewafai,2020-04-20,35.0,
4bGrAoyuZLGJrsMLRi89bO,Simroon Tera Naam,"Manan Bhardwaj, Sachet Tandon, Meera Bai",Yaariyan 2,2023-09-24,62.0,
4Rm46jKBuqN5gARqSF8SWM,Suun Le Rabb,Sachet Tandon,Pal Pal Dil Ke Paas (Original Motion Picture Soundtrack),2019-08-29,30.0,
1feANd8EfcDP5UqSvbheM3,Bekhayali (From ”Kabir Singh”),"Sachet Tandon, Sachet-Parampara","Bekhayali (From ""Kabir Singh"")",2019-05-24,71.0,
3T7dFxU9B0NDqcCtokrsZ2,Chinta Kis Baat Ki,"Sachet Tandon, Parampara Tandon, Manoj Muntashir",Chinta Kis Baat Ki,2024-03-15,42.0,
2xbGBK7upPoObaqWjPkBMv,Subha Ki Train,"Sachet Tandon, Parampara Tandon, Siddharth - Garima",Toilet - Ek Prem Katha,2017-07-13,24.0,
4MjeaQcJSY1gT2JUcgEsvv,Amarnath Ishwaram,Sachet Tandon,Shri Amarnath Ishwaram,2021-08-06,9.0,
4VfufWXRfLmLaI4W95FYq4,SWAG SE SOLO,"Sachet Tandon, Tanishk Bagchi",Swag Se Solo,2020-02-10,27.0,
4S61piszC5Zv7taVHhdmbR,Ek Pyar Ka Nagma,Sanam,Rewind With Sanam,2020-03-24,30.0,
1ccZZf0IQi5y0bHMl2aGDF,Gulabi Aankhen,Sanam,Universally SANAM,2019-08-09,69.0,
7ekX4jSeFe7ReiMhJnbB2j,Likhe Jo Khat Tujhe,Sanam,Likhe Jo Khat Tujhe - Single,2020-05-04,37.0,
59EEnHZIV4SCI8dLt594Wl,Sanam Mennu,Sanam,"Sanam Memories, Vol. 1",2020-03-27,28.0,
6jTL6ZjxSH12hS9Djhlm9r,Main Hoon,Sanam,Main Hoon,2014-04-25,46.0,
5Ue52zvrorgGDLKhnyKXSv,Aaj Na Jaana,Sanam,"Sanam Memories, Vol. 1",2020-03-27,17.0,
4kO9vFarqUPNwlgFnVNgVh,Tanha Dil,Shaan,Tanha Dil...,2000-01-01,50.0,
3FrzIfTz8mMS8Xowzu3ZUj,Main Hoon Don,Shaan,Don,2006-08-31,47.0,
7i7IZexNaAJzhzDV01dgmD,Gum Sum Ho Kyon?,Shaan,Tanha Dil...,2000-01-01,32.0,
7pCE1BHlNVbvIuqUEOGAj5,Bhool Ja,Shaan,Tanha Dil...,2000-01-01,41.0,
4IPzzBnFrGrlijBWY0JDYB,Dastaan - E - Om Shanti Om,"Vishal-Shekhar, Shaan",Om Shanti Om,2007-09-18,56.0,
0dJsRAuMLcTvAJ88WODjOd,Fanaa For You (Chand Sifarish Club Mix),"Jatin-Lalit, Shaan, Kailash Kher, Prasoon Joshi",Fanaa,2006-04-12,40.0,
1UMKQ5e3IgmBeLMBA5Hu0e,Tishnagi,Shaan,Tishnagi,2006-01-01,6.0,
3SikyLLDvalXoULDtuBziq,Kyun,"Shaan, Shreya Ghoshal",Kambakkht Ishq (Original Motion Picture Soundtrack),2009-06-13,35.0,
1c1p20UnlIOTFa1RaQdcfD,Bring It To Me (Kaaze Mix),"DJ Shaan, KAAZE, Nino Lucarelli",Bring It To Me (Guestlist4Good Anthem) [KAAZE Mix],2018-06-08,17.0,
5eVhs1dI2DDy4syEyF312W,Must Be Love,DJ Shaan,Must Be Love,2019-06-07,13.0,
0VCf70ilRV5xjjf5V7H0SF,Do U Know,"Shaan, Shreya Ghoshal",Housefull 2,2012-03-02,53.0,
7Kfy0ek81opWOWmfgJFIax,Enna Solla Pogirai,"Shankar Mahadevan, Vairamuthu",Kandukondain Kandukondain (Original Motion Picture Soundtrack),2000-12-31,49.0,
1r27BKhp7yzevrOhHEncOk,Breathless,Shankar Mahadevan,Breathless Hanuman Chalisa,2022-04-07,64.0,
3Qpk2qHree1RTH5lZaKnEK,Desi Girl,"Vishal-Shekhar, Shankar Mahadevan, Sunidhi Chauhan, Vishal Dadlani",Dostana (Original Motion Picture Soundtrack),2008-10-08,64.0,
7o1yzUVkQt2Gto5yYvzo2T,Lakshya,"Shankar-Ehsaan-Loy, Shankar Mahadevan",Lakshya (Original Motion Picture Soundtrack),2004-04-26,57.0,
5ELS4KckqA4uxrS8RnxEjv,Taare Zameen Par,"Shankar Mahadevan, Dominique, Vivienne Pocha",Taare Zameen Par,2007-11-05,52.0,
5CqxSyJ8Xgdp9WsF0qro3Z,Bharat,Shankar Mahadevan,Manikarnika - The Queen Of Jhansi (Original Motion Picture Soundtrack),2019-01-11,34.0,
2IZxoVkMYXvSDZ9bJLKgZM,Virah,"Shankar-Ehsaan-Loy, Shankar Mahadevan",Bandish Bandits (Original Series Soundtrack),2020-07-27,48.0,
0S4RRHB2fK34QcTraCsXw0,Kandhon Se Milte Hain Kandhe,"Shankar-Ehsaan-Loy, Shankar Mahadevan, Sonu Nigam, Hariharan, Roop Kumar Rathod, Vijay Prakash, Kunal Ganjawala",Lakshya (Original Motion Picture Soundtrack),2004-04-26,51.0,
2VMkvIisyUoyGm32ADL2gn,Vijayi Bhava,Shankar Mahadevan,Manikarnika - The Queen Of Jhansi (Original Motion Picture Soundtrack),2019-01-11,38.0,
78HEXs4YB5SE9JgTHOUdDw,Der Lagi Lekin,Shankar Mahadevan,Zindagi Na Milegi Dobara,2011-06-06,51.0,
2kAtUlOOebO7XsaTQVOKHL,Bheja Kum,"Shankar Mahadevan, Bugs Bhargava, Shankar Sachdev, Raaj Gopal Iyer, Ravi Khanwilker, Loy Mendonsa, Amole Gupte, Kiran Rao, Aamir Khan, Ram Madhvani",Taare Zameen Par,2007-11-05,32.0,
6maD3QY3gLqaB7lmVv2LKh,Hindustani (From ”Street Dancer 3D”),"Shankar Mahadevan, Harsh Upadhyay, Shankar-Ehsaan-Loy","Hindustani (From ""Street Dancer 3D"") [Telugu]",2020-01-25,3.0,
