spotify_id,title,artist,album,release_date,popularity,0
3X5VzYFYqdR8Szd6hGCEou,Sher Aaya Sher,"DIVINE, Major C",Gully Boy (Original Motion Picture Soundtrack),2019-01-24,51.0,
3v3FEONiwvufayPNcWzHhc,Mera Bhai,DIVINE,Punya Paap,2020-12-03,49.0,
6OM09izdwxopg5S8lcnkM8,Paintra,DIVINE,Mukkabaaz (Original Motion Picture Soundtrack),2017-12-02,42.0,
7KPRAdZksJwO5pRffF1VvQ,Bandana Gang,"DIVINE, Sikander Kahlon",SHUTDOWN,2020-06-05,38.0,
5zX5SGzWkMoMIPv1HKMaFa,Street Lori,"DIVINE, Wazir Patar",Gunehgar,2022-11-10,43.0,
3ff1F1oyKL8FPYJ7cyyefn,LEGENDS,DIVINE,Legends,2019-09-06,38.0,
5tbCYPDGZU4NRnkcFpKFi7,Hitman,DIVINE,Gunehgar,2022-11-10,35.0,
6Xt4fng2W4XDW2CWzGa0Nn,Flex Kar,DIVINE,Gunehgar,2022-11-10,41.0,
5UvjmhioJI6tB5PgqNxPSx,Walking Miracle,"DIVINE, Nas, Cocoa Sarai",Punya Paap,2020-12-03,32.0,
7Htce3MIbvjoqQ8R5fRGhc,Bhookh,DIVINE,Gunehgar,2022-11-10,33.0,
66qAXPAHwLKPLi8Gx58x5z,Drill Karte,"DIVINE, dutchavelli",Punya Paap,2020-12-03,34.0,
7KHz9ozYcZfGMn5IQxsy33,Roots,"DIVINE, Raja Kumari",Roots (feat. Raja Kumari),2018-07-27,25.0,
2MBsYdphfyls2XIrV7H9K7,Plush,DIVINE,Gunehgar,2022-11-10,30.0,
3kKC2rGzrad7QjLJnTUPjF,Mere Gully Mein,"Ranveer Singh, DIVINE, Naezy, Sez on the Beat",Gully Boy (Original Motion Picture Soundtrack),2019-01-24,47.0,
7B1Dla8uais9Ahg4VEeekq,Nas Interlude (Skit),DIVINE,Kohinoor,2019-10-09,22.0,
2FcVvA6ltdOyvP4jUgOqfa,Samajh mein aaya kya?,Emiway Bantai,Samajh mein aaya kya?,2018-10-13,47.0,
2b9few9ebpqymSAjZpOtCd,Company,Emiway Bantai,King Of The Streets,2023-06-09,53.0,
0cVMmBZ4RL8MQBBfoOJ2b9,Dhyan De,Emiway Bantai,Dhyan De,2019-03-08,24.0,
6ZXWOoXJo052TYQ6l0SrJf,Giraftaar,Emiway Bantai,Giraftaar,2018-10-31,39.0,
7hWbvIBPY294wex115wsry,Mera Bhai Mera Bhai,Emiway Bantai,Mera Bhai Mera Bhai,2018-01-26,26.0,
7v9JsYLewHMEpF9144xjGH,Jallad,Emiway Bantai,Jallad,2019-07-06,28.0,
3LlEnO0INKAExVe4JMi7p7,Khatam,Emiway Bantai,Khatam Hue Waande,2020-11-13,49.0,
64cUzi6vT4pgQtdx35PplA,#Sadak,Emiway Bantai,Sadak,2017-11-13,29.0,
3FcxpdphFcnWZF2d5bJBWl,Zaruratich Nahi Hai,Emiway Bantai,Zaruratich Nahi Hai,2023-02-27,23.0,
5KffSu5sq57YpYBywoqwz1,King Of Indian Hip Hop,Emiway Bantai,King Of The Streets,2023-06-09,41.0,
0TeH0rRFmef6eqk86MPyUA,MACHAYENGE 4,Emiway Bantai,MACHAYENGE 4,2022-07-13,43.0,
73N5AghXPjYtAoS6RIYPZd,Chusamba,Emiway Bantai,CHUSAMBA,2022-04-03,44.0,
0aFusuu9PFXWqU9DO8uHnz,No Brands,Emiway Bantai,No Brands,2023-02-27,25.0,
2Xv14bnP2GP8CybxqUswoK,GUESS,Emiway Bantai,GUESS,2022-10-30,49.0,
0usNFsDDoVMYVE732zM3QI,KR L$DA SIGN,Emiway Bantai,KR L$DA SIGN,2022-06-12,46.0,
5c3wEyCcw1enilCGmC9czZ,Firse Machayenge,"Emiway Bantai, Macklemore",Firse Machayenge (Remix),2020-06-10,34.0,
16xg7UwH9hbs96vCD8k6bC,GRIND,Emiway Bantai,GRIND,2020-05-10,56.0,
6bBPMpcWL9JY1kafIg0KcE,I Been That,"Dax, Emiway Bantai",I Been That (feat. Emiway Bantai),2019-08-09,33.0,
67PMdYOX3jixenDySMoXFU,Jhand Hai,Emiway Bantai,Jhand Hai,2017-07-21,18.0,
3v9hloX5HMJ7Mf2Wk5bWCT,Round One,Emiway Bantai,Round One,2020-06-24,17.0,
63fTryyhjbkCk8njSv4i18,HEAL,Emiway Bantai,Heal,2021-11-29,39.0,
3LlEnO0INKAExVe4JMi7p7,Khatam Hue Waande,Emiway Bantai,Khatam Hue Waande,2020-11-13,49.0,
5ec0XhCsoLmGBvDZnqPhkv,Freeverse Feast 2,Emiway Bantai,Malum Hai Na,2021-10-01,30.0,
1qV8Zm1sY3lEDtLyVzDge8,Dhua Dhua,Emiway Bantai,Dhua Dhua,2019-12-25,28.0,
0nToyYtzT9TJz6vyGfbjjv,Pain,Emiway Bantai,8 Saal,2022-05-09,38.0,
4tNbHp9tSGH6PZuBmKMqtD,Gully ka Kutta,Emiway Bantai,Gully Ka Kutta,2020-04-24,26.0,
5Q5DY4ECtCmJAyZ3c64BIj,Sab Kuch New,Emiway Bantai,Sab Kuch New,2023-02-27,23.0,
3Viw1aEyB02nFdEBjfTdp1,HARD,Emiway Bantai,Hard,2020-04-15,23.0,
34snhlvB8tJ09uWMlJBOmN,Scene Change,Emiway Bantai,King Of The Streets,2023-06-09,30.0,
6fUUC9seEl1Q6dA2RrqVPD,Chalte Firte,Emiway Bantai,Malum Hai Na,2021-10-01,27.0,
01IPzQt0VIlXgn0Yq3FuLP,BAJO,Emiway Bantai,Bajo,2019-04-25,19.0,
3OIRCVBt2t6EF2XDXp1I6L,My Time,Emiway Bantai,Malum Hai Na,2021-10-01,31.0,
1GdHmJwPl3Zg766gloSCL6,8 Saal,Emiway Bantai,8 Saal,2022-05-09,27.0,
740vxVMOBSZWI5upPiR0UU,KAHA PAR HUN,Emiway Bantai,8 Saal,2022-05-09,40.0,
4tCrnq1KgZy1nGch1wP5aY,Drill,Emiway Bantai,Drill,2022-12-31,36.0,
2YQsvNd0ZBCNXhyBTb1CqG,Thanks To My Haters,Emiway Bantai,Thanks To My Haters,2022-07-18,39.0,
7f6KzpjtGYtjKxD1LNHGbc,Choco,Emiway Bantai,8 Saal,2022-05-09,25.0,
3fBi5KGDNeYomxbttVOUQT,Toh Zinda Ho Tum,Farhan Akhtar,Zindagi Na Milegi Dobara,2011-06-06,45.0,
46bUtsNP0dxfcW1opo45VU,Dil Aakhir Tu Kyun Rota Hai,Farhan Akhtar,Zindagi Na Milegi Dobara,2011-06-06,45.0,
2uy15favOgEOtS8wjAD9B1,Tum Ho Toh,Farhan Akhtar,Rock On,2010-02-16,51.0,
3TAhWtQnpoL5Vl9VQPl9fU,Senorita,"Farhan Akhtar, Hrithik Roshan, Abhay Deol, Maria Del Mar Fernandez",Zindagi Na Milegi Dobara,2011-06-06,65.0,
2lzP5CLvqGvpz1zNJukSgD,Aisi Gehraiyaan Aisi Tanhaiyaan,Farhan Akhtar,Zindagi Na Milegi Dobara,2011-06-06,45.0,
3oOS9fuJ4tfu533xytOGLt,Yeh Jaane Kaisa Raaz Hai,Farhan Akhtar,Zindagi Na Milegi Dobara,2011-06-06,43.0,
03VTytguq5MS6e3x03y5i1,Sinbad the Sailor,"Farhan Akhtar, Raman Mahadevan",Rock On,2010-02-16,47.0,
7IjnfuMNfdrAXbefurdIIR,Socha Hai,Farhan Akhtar,Rock On,2010-02-16,54.0,
6fABlNfAOylt7ZxfX8K1XL,Rock On!!,Farhan Akhtar,Rock On,2010-02-16,49.0,
1QQqHS80CpR8tA2lR8O65y,Pichle Saat Dinon Mein,Farhan Akhtar,Rock On,2010-02-16,47.0,
1QQqHS80CpR8tA2lR8O65y,Pichle Saat Dinon Mein (Album Version),Farhan Akhtar,Rock On,2010-02-16,47.0,
7cQtGVoPCK9DlspeYjdHOA,Ban Ja Rani,Guru Randhawa,High Rated Gabru - Guru Randhawa,2019-03-02,60.0,
1ozrNv9W4KlprAmvgH0Yrq,High Rated Gabru,Guru Randhawa,"High Rated Gabru (From ""Nawabzaade"")",2018-06-28,63.0,
3oWv5qDKYN7MH6FdlglMN5,Moon Rise,"Guru Randhawa, Sanjoy",Man Of The Moon,2022-08-22,64.0,
6jIFIX0XWVDdTQ5HPNFbkw,Ik Gera,Guru Randhawa,Ik Gera,2019-10-01,33.0,
4mPj0yS1rKiwARgr3H0dtP,Aaja Ni Aaja,Guru Randhawa,Mar Gaye Oye Loko (Original Motion Picture Soundtrack),2018,26.0,
17LZzRCY0iFWlDDuAG7BlM,Black,"Guru Randhawa, Preet Hundal","Patola (From ""Blackmail"")",2018-03-05,60.0,
5n8BCU2JmPORrFboGeDlXV,Main Deewana Tera,"Guru Randhawa, Nikhita Gandhi, Sachin-Jigar","Main Deewana Tera (From ""Arjun Patiala"")",2019-06-26,47.0,
11KxVfcdkKhhSUP492Mlel,Fashion,Guru Randhawa,High Rated Gabru - Guru Randhawa,2019-03-02,45.0,
5n8BCU2JmPORrFboGeDlXV,Main Deewana Tera (From ”Arjun Patiala”),"Guru Randhawa, Nikhita Gandhi, Sachin-Jigar","Main Deewana Tera (From ""Arjun Patiala"")",2019-06-26,47.0,
7ubcUpGvWOQf5ae5dpZb6b,Nain Bengali,Guru Randhawa,Nain Bengali,2021-07-14,42.0,
7n85x6EpfleVtbIjQGe0TD,Pagal,"Guru Randhawa, Babbu Maan, Sanjoy",Pagal,2024-05-27,55.0,
0CVyBitslO34Pe2KjzS2nS,Daaru Wargi,Guru Randhawa,High Rated Gabru - Guru Randhawa,2019-03-02,39.0,
541oF6e3e6P38aDIqQXxU7,Punjabiyan Di Dhee,"Guru Randhawa, Bohemia",Punjabiyan Di Dhee,2022-03-03,42.0,
4tgIkqRq9uyyi13Q3XK4S9,Yaari,Guru Randhawa,Yaari (No.1 Yaari Jam),2019-12-29,21.0,
45VoxYJ8AUkOpvL4q2wBf6,Fayaah Fayaah,"Guru Randhawa, Vee",Man Of The Moon,2022-08-22,31.0,
1VWKE1mEA5V1Y61fzJI6rg,Made in India (From ”Made in India”),Guru Randhawa,High Rated Gabru - Guru Randhawa,2019-03-02,55.0,
0rCc9tgezy27mY1R5ycOvp,Teri Meri Kahani,"Himesh Reshammiya, Ranu Mondal, Abhimanyu-Pragya",Teri Meri Kahani (Lofi Mix),2025-02-10,35.0,
3GxxcSnjb2wN1qQNRJVpwq,Viraaniya,"Himesh Reshammiya, Javed Akhtar",Namastey London (Original Motion Picture Soundtrack),2007-02-23,49.0,
3IlXq2sHgAGvkBFyxcGiHQ,Naam Hai Tera,Himesh Reshammiya,Aap Kaa Surroor,2006-01-19,59.0,
35BIhZtcbYdYtVJz7tVbrG,Aap Ki Khatir,Himesh Reshammiya,Aap Ki Khatir (Original Motion Picture Soundtrack),2006-07-31,54.0,
0KjK4dFQ1yA6UeCbgi4b2M,I Love You Sayyoni,Himesh Reshammiya,Aap Kaa Surroor,2006-01-19,50.0,
3JmgYoLGP5v2wgBaqmMUwD,Chakna Chakna,"Himesh Reshammiya, Javed Akhtar",Namastey London (Original Motion Picture Soundtrack),2007-02-23,49.0,
5WS98kb4hHIS6Bo3yG1IPR,Jhoom Jhoom,Himesh Reshammiya,Tom Dick And Harry,2006-03-18,52.0,
0eISEt3qmOtzniHsC2WdM9,Mehendi Ka Ranngg,"Nihal Tauro, Sayli Kamble, Himesh Reshammiya",Mehendi Ka Ranngg,2021-11-11,28.0,
1mNs7wKidNkhfB64B6Z97u,Tujhse Kahan Juda Hoon Main,"Himesh Reshammiya, Neeti Mohan, Vineet Singh",Genius (Original Motion Picture Soundtrack),2018-08-24,47.0,
6VoWhPeLxCF8KKqshkDCeY,Aap Ki Khatir (From ”Aap Ki Khatir”),Himesh Reshammiya,Aap Ka Himesh,2019-04-13,0.0,
4A00i4GYuUOuuWTxp6SVCa,Ahista Ahista,Himesh Reshammiya,Ahista Ahista,2006-06-15,36.0,
0QvKhxc3FoEVVzPNnQg3CS,Mann Ka Radio,"Himesh Reshammiya, Subrat Sinha",Radio,2009-09-01,23.0,
3CLT2X987E66C6RIGlIKvp,Tere Naam,"Madhusmita, Himesh Reshammiya",Tere Naam (Female),2019-05-23,46.0,
0koCvqji2k9Me2QJSjCzds,Lonely,"Himesh Reshammiya, Yo Yo Honey Singh, Hamsika Iyer",Khiladi 786,2012-10-30,59.0,
3TvmtdPgAbvB0glqemoTEe,Terre Pyaar Mein,Himesh Reshammiya,Terre Pyaar Mein,2021-08-20,53.0,
0hgOTJfIXt5JEpeFaqLACO,Naina Re (Reprise),"Himesh Reshammiya, Rahat Fateh Ali Khan, Shreya Ghoshal",Dangerous Ishhq,2012-04-16,22.0,
5SFWdSgtyyf7adAsJhSJ7h,Naina Re,"Himesh Reshammiya, Rahat Fateh Ali Khan, Shreya Ghoshal",Dangerous Ishhq,2012-04-16,52.0,
5aMpf56iiX1LTQ4UGy5nRW,Allah Kare,Himesh Reshammiya,Ahista Ahista,2006-06-15,30.0,
0cSX9jXKL4XlYRRUaIw4rH,Aafreen,Himesh Reshammiya,Red - The Dark Side,2007-01-12,45.0,
7nSTuuVgzhJuQjZhgDlzKl,Jhalak Dikhla Jaa (Reloaded),"Himesh Reshammiya, Tanishk Bagchi","Jhalak Dikhla Jaa Reloaded (From ""The Body"")",2019-11-27,38.0,
1E2LRyWD7o0G9S8iAxltb7,Ice Cream,Himesh Reshammiya,Instrumental Film Songs,2014-06-28,26.0,
3Zp1yp3Bzmcsdr6sqJOmsD,Cutie Pie,Himesh Reshammiya,Happy Hardy And Heer (Original Motion Picture Soundtrack),2020-01-31,9.0,
1dvkvXX1Hnw0rKQ2vtYFOb,Heer Tu Meri,"Himesh Reshammiya, Anusha Mani",Happy Hardy And Heer (Original Motion Picture Soundtrack),2020-01-31,8.0,
4W7pOUPJeuuo8hkklQtqu0,Tera Deedar Hua (From the Heart),"Pritam, Javed Ali",Jannat 2 (Original Motion Picture Soundtrack),2012-03-30,49.0,
30IOhjcKbULQUt66nYkUvW,Aa Jao Meri Tamanna,"Javed Ali, Jojo Nathaniel, Pritam",Ajab Prem Ki Ghazab Kahani (Original Motion Picture Soundtrack),2009-11-06,65.0,
2tva3nN2kQhBjHMC7Zlty6,Deewana Kar Raha Hai,Javed Ali,Raaz 3,2012-08-03,72.0,
1tPPINau3vBP8Q89JTn0ER,Saudebazi (Encore),"Pritam, Javed Ali",Aakrosh,2010-09-18,71.0,
6cGm35pppK4GXpiM19n5XU,Shiva Theme,"Pritam, Javed Ali",Brahmastra (Original Motion Picture Soundtrack),2022-10-06,35.0,
768EkqSx9tvhMotfwGEum3,Chal Ve Watna,"Pritam, Javed Ali, Varun Grover",Dunki,2023-12-20,35.0,
5YHEjmGmxm1vxYmgWo3y33,Naina Lade,Javed Ali,"Naina Lade (From ""Dabangg 3"")",2019-11-07,35.0,
1E4OPXVuudYlyUldZFjVCz,Pal Pal Dil Ke Paas,"Kishore Kumar, VIBIE",Pal Pal Dil Ke Pass (Lofi Flip),2023-12-01,25.0,
0us929HY2oacANZERkLkUL,Mere Mehboob Qayamat Hogi,Kishore Kumar,Krazy Kishore,2018-04-24,47.0,
5bWOHTcvcN2X4hws09Qq7m,Zindagi Ek Safar Hai Suhana,Kishore Kumar,Kishore Da - All Rounder,2023-04-04,33.0,
5huRuBSmPfSVZ8hZc8J3aS,Phoolon Ka Taron Ka,Kishore Kumar,Hare Rama Hare Krishna (Original Motion Picture Soundtrack),1971-06-04,27.0,
1N5UxTIXHQOOJse2TPlTf2,Kuchh To Log Kahenge,Kishore Kumar,Amar Prem (Original Motion Picture Soundtrack),1971-12-31,38.0,
1o9XGfmelBzG1mlTRs1OLI,Humen Tumse Pyar Kitna,Kishore Kumar,Krazy Kishore,2018-04-24,30.0,
6MYmHgOoy0BLOtdL2Zug6e,Pyar Diwana Hota Hai,Kishore Kumar,Krazy Kishore,2018-04-24,40.0,
7hw49sU2COuKyC3lEanygl,Aa Chal Ke Tujhe,Kishore Kumar,Door Gagan Ki Chhaon Mein (Original Motion Picture Soundtrack),1964-01-01,42.0,
09i2GFKOaQX2es3xKxbAm3,Chingari Koi Bhadke,Kishore Kumar,Amar Prem (Original Motion Picture Soundtrack),1971-12-31,23.0,
5PiIQQRLRgv5UH1uX3ExN1,Tum Bin Jaoon Kahan,Kishore Kumar,Coffee Aur Kishore,2020-04-01,25.0,
40fXSExX6HbYO3Lq9T1aLv,Dilbar Mere,"Kishore Kumar, Anette, R. D. Burman",Kishore Kumar Ke Gane,2024-07-25,36.0,
05Wws4HqfGzbqRLH0smbpD,Yeh Sham Mastani,Kishore Kumar,Krazy Kishore,2018-04-24,45.0,
3XkAt9hJwahi7rgsuNFJ2U,Dil Kya Kare,Kishore Kumar,Magical Voice of Kishore Kumar,2023-07-21,34.0,
71hanKncfyBt0Yi66LRUYm,O Mere Dil Ke Chain,Kishore Kumar,Krazy Kishore,2018-04-24,48.0,
63S7VKZE3X5wHVTmSwxuSF,O Saathi Re (Male Vocals),Kishore Kumar,Muqaddar Ka Sikandar (Original Motion Picture Soundtrack),1978-12-01,29.0,
7r5V50UOHran9B2ir1dNPS,Main Hoon Jhoom Jhoom Jhumroo,Kishore Kumar,Jhumroo (Original Motion Picture Soundtrack),1960-12-17,19.0,
1RnOwLNhZUIzqPibE2bX7M,"Zindagi Pyar Ka Geet Hai, Pt. 1","Kishore Kumar, Saawan Kumar Tak",Souten (Original Motion Picture Soundtrack),1983-12-01,16.0,
13sDiX67r3Zj8BXiRtkLhA,Pyar Manga Hai Tumhi Se,Kishore Kumar,Magical Voice of Kishore Kumar,2023-07-21,27.0,
3BmN5GKxrrvmg4hiSFs8zU,Aanewala Pal Janewala Hai,Kishore Kumar,Krazy Kishore,2018-04-24,40.0,
6rYrZGxaCbCXj8GvCmh5LW,Khilte Hain Gul Yahan,Kishore Kumar,Sharmilee (Original Motion Picture Soundtrack),2013-11-01,27.0,
2gDdd8Z9yxoAEZ9DilapRx,Ek Ajnabee Haseena Se,Kishore Kumar,The Enigma R. D. Burman,2018-04-25,46.0,
1L5Pw7r8NIimfqlkszMouq,Ek Ladki Bheegi Bhagi Si,Kishore Kumar,Krazy Kishore,2018-04-24,40.0,
5Ccov4eZAtzi3Pc81v0kJN,Pag Ghunghroo Baandh,Kishore Kumar,One Man Many Roles - Kishore Kumar,2018-06-06,21.0,
5djGPWZraCakZyqanYA6qC,Tere Jaisa Yaar Kahan,Kishore Kumar,Ye Dosti Hum Nahin Todenge,2024-07-29,41.0,
6rPeZLWTgBNbGzdacFYcvp,Saagar Kinare,"Lata Mangeshkar, Kishore Kumar, R. D. Burman",Remembering Lata Mangeshkar,2022-02-09,32.0,
1T42eLA8WaHUCr4vtcNukO,Chalte Chalte,Kishore Kumar,Kishore Kumar Songs,2023-07-21,29.0,
3TkkPOg6sW9hrvt4jHgP9P,Khwab Ho Tum Ya Koi Haqeeqat,Kishore Kumar,Teen Devian (Original Motion Picture Soundtrack),1965-01-01,39.0,
0us929HY2oacANZERkLkUL,"Mere Mehboob Qayamat Hogi, Pt. 1",Kishore Kumar,Krazy Kishore,2018-04-24,47.0,
1dPrCwhCayMUOLVeCwUEUV,Shing Nei Tobu Naam Tar Singha,Kishore Kumar,Ei Toh Aamader Kishore,2022-08-09,9.0,
2Wd7C6hKYK4xfRfdmIVODp,Bhole O Bhole,Kishore Kumar,Ye Dosti Hum Nahin Todenge,2024-07-29,21.0,
3pVek1pi5hpm9IcWL0nME4,Pal Bhar Ke Liye,"Kishore Kumar, Usha Khanna",Johny Mera Naam (Original Motion Picture Soundtrack),1970-01-01,34.0,
4wznSF1uFh5g8RqChA6Np8,Pyar Hamen Kis Mod Pe,"Kishore Kumar, R. D. Burman, Bhupinder Singh, Sapan Chakraborty, Gulshan Bawra",Satte Pe Satta (Original Motion Picture Soundtrack),1981-01-01,44.0,
0fo5zZJzCz7femQ7EImOS8,Saagar Jaisi Aankhonwali,"Kishore Kumar, R. D. Burman",Remembering Kishore Kumar,2024-10-10,42.0,
1kh7hWJScFHofkGFuLwW84,Roop Tera Mastana,Kishore Kumar,One Man Many Roles - Kishore Kumar,2018-06-06,39.0,
7BA1jKFAXIzxGkRHqaQCun,Chhu Kar Mere Manko,Kishore Kumar,Kishore Kumar Songs,2023-07-21,39.0,
2gdkoiyXRbdlcTHto8zduE,Manzilen Apni Jagah Hai,Kishore Kumar,Sharaabi (Original Motion Picture Soundtrack),1984-12-01,30.0,
7qzsNpJvOR8attSueN3zqq,Do Dil Mil Rahe Hai,Kumar Sanu,Pardes (Original Motion Picture Soundtrack),1997-08-08,59.0,
1qyib2Wb5YTbNzZi7QMhEY,Ae Kash Ke Hum,"Jatin-Lalit, Kumar Sanu",Kabhi Haan Kabhi Naa (Original Motion Picture Soundtrack),1999-08-01,67.0,
5MXSLWGyPosYJ09LNu12SO,Tera mera pyar,"Prem & Hardeep, Kumar Sanu",Tera Mera Pyar,2004-06-18,50.0,
3VkPeb5ZIGkGkb9Uhvo0Ba,Dard Karaara,"Anu Malik, Kumar Sanu, Sadhana Sargam, Varun Grover",Dum Laga Ke Haisha,2015-02-09,50.0,
1BbcpX2nEm5PPJqtWD4zve,Anandaloke Mangalaloke,"Kumar Sanu, Chorous",Praan Chaaye,2013-09-24,0.0,
2NF3qQCjyzzApSefCGS68S,Dil Ki Tanhai Ko,Kumar Sanu,Chaahat (Original Motion Picture Soundtrack),1996-06-06,48.0,
63MvWd6T6yoS7h4AJ4Hjrm,Aankh Mare,"Neha Kakkar, Mika Singh, Kumar Sanu, Tanishk Bagchi","Aankh Marey (From ""Simmba"")",2018-12-06,61.0,
53SyjeUrYqpGjKbrSfXbuI,Ek Ladki Ko Dekha,Kumar Sanu,1942 A Love Story (Original Motion Picture Soundtrack),1994-12-01,38.0,
6vju7w3kJBKBNFy58luZtP,Jaam Woh Hai Jo Bhar Ke,Kumar Sanu,Sainik (Original Motion Picture Soundtrack),1993-09-10,44.0,
3js8CcCGR7MuiHWg5DxoA9,Kuch Na Kaho,Kumar Sanu,1942 A Love Story (Original Motion Picture Soundtrack),1994-12-01,29.0,
29dbWcCxkIUTRVex296Jcs,Tu,"Kumar Sanu, Sadhana Sargam, Abhimanyu-Pragya",Tu Kaun Hai Tera Naam Kya (Lofi Mix),2025-03-20,21.0,
3oQDhrbyOECydspky7fbuN,Esho Maa Gauri Maa,Kumar Sanu,Amar Praner Khatay,1987-03-04,13.0,
5HJz8VwU32hAlgiCedP0RP,Ishq Saaf,"Kumar Sanu, Payal Dev, Meet Bros.",Ishq Saaf - 90's Mix,2022-10-01,7.0,
2bi0x31Cf30TvXkiopxH9A,Wah Ji Wah,Kumar Sanu,Duplicate (Original Motion Picture Soundtrack),1998-12-01,18.0,
4iYUEQbdK5eKnjDVCoX52J,For Ever N Ever,"Kumar Sanu, Alka Yagnik","Bollywood Music - Kumar Sanu At His Best, Vol. 2",2016-07-01,36.0,
5raiVKSDTR0q3e8Pf4cr6f,Bharat Ka Rahnewala Hoon,Mahendra Kapoor,Purab Aur Pachhim (Original Motion Picture Soundtrack),1970-12-01,19.0,
23NRO9IYieM9JEhcjcTl3Z,Durga Hai Meri Maa,"Mahendra Kapoor, Minoo Purushottam",Kranti (Original Motion Picture Soundtrack),1980-11-23,12.0,
7wg0pchPqzYpNcH7aUb1tK,Mere Desh Ki Dharti,Mahendra Kapoor,Upkar (Original Motion Picture Soundtrack),1968-12-01,18.0,
6fDNQXGcltgHerqI0aHNMh,Lakhon Hain Yahan Dilwale,Mahendra Kapoor,Kismat (Original Motion Picture Soundtrack),1968-12-31,17.0,
6EyLx6VwhmRzD0woU7BT69,Ab Ke Baras,Mahendra Kapoor,Kranti (Original Motion Picture Soundtrack),1980-11-23,18.0,
5tKvLV4cynoF0ISGxepZYr,Ankhon Mein Qayamat Ke Kajal,Mahendra Kapoor,Kismat (Original Motion Picture Soundtrack),1968-12-31,9.0,
2Rns5IeRuaczPyAd0hK3Sd,Jahan Daal Daal Pe,Mahendra Kapoor,Upkar (Original Motion Picture Soundtrack),1968-12-01,6.0,
0t4OUMPCxSFbUqcyyrojn5,Chinta Ta Ta Chita Chita,"Sajid-Wajid, Mika Singh, Wajid Khan",Rowdy Rathore (Original Motion Picture Soundtrack),2012-06-24,52.0,
6TaUPfuR7QVlHgriHGYMhp,Something Something,"Bella, Mika Singh",Something Something,2006-01-01,43.0,
1JiR90QSjo3r6jNcPw5URO,Mast Kalander,"Mika Singh, Yo Yo Honey Singh",Mika Singh Is King,2014-03-06,42.0,
5kR5RZceCCPX3ks0rQP6kh,Gandi Baat,"Pritam, Mika Singh, Kalpana Patowary, Anupam Amod",R...Rajkumar (Original Motion Picture Soundtrack),2013-11-05,59.0,
2a3n5TYKM0148R243gAKgT,Party Chale On,"Mika Singh, Lulia Vantur",Race 3 (Original Motion Picture Soundtrack),2018-06-15,32.0,
6XRMWXhoKNHMaN2nepsarZ,Nonsense Ki Night,Mika Singh,Happy New Year,2014-09-26,35.0,
2iXVckhPy7tP0wV9DvlrjZ,Mauja Hi Mauja,"Pritam, Mika Singh, Irshad Kamil",Jab We Met,2007-09-21,67.0,
4Cjz4a5rp1bVWCGBsbpRMq,MIND BLOWING,"Mika Singh, Farzan Faaiz","Mind Blowing (From ""Veerey Ki Wedding"")",2018-02-10,12.0,
7g6gRDbYhG3Pk9bnvMlwgs,Dhingana,"Mika Singh, Mayur Puri",Raees (Original Motion Picture Soundtrack),2017-01-24,42.0,
4St20qfnH98z2CEY7Up5yn,Pungi,"Pritam, Mika Singh, Amitabh Bhattacharya, Nakash Aziz, Javed Jaffrey",Agent Vinod,2012-02-24,65.0,
4Swu462tHlxEF2UB9U44CF,Hard Hard,"Mika Singh, Sachet Tandon, Prakriti Kakar, Siddharth - Garima, Sachet-Parampara",Batti Gul Meter Chalu,2018-09-08,26.0,
1zFYN6cwncUvHMrdFilfNd,Tu Mere Agal Bagal Hai,"Mika Singh, Pritam",Phata Poster Nikhla Hero (Original Motion Picture Soundtrack),2013-09-20,50.0,
52uiJsA4FrtAZlgqxCJwJI,Milegi Milegi,"Mika Singh, Sachin-Jigar","Milegi Milegi (From ""Stree"")",2018-08-02,59.0,
4uEgkYVn0w1Pi9GkSzibbQ,Long Drive - Bhangra Mix,Mika Singh,Khiladi 786,2012-10-30,32.0,
5G1H1Im43gBwssOH8XlnNU,Poster Lagwa Do,"Mika Singh, Sunanda Sharma, Nikhita Gandhi, White Noise Studios, Dilip Sen- Sameer Sen","Poster Lagwa Do (From ""Luka Chuppi"")",2019-01-29,36.0,
4K1zKRQr4GzysIYelA2XUw,440 Volt,"Vishal-Shekhar, Mika Singh, Irshad Kamil",Sultan,2016-05-31,50.0,
7FcQRdlqMvAKmQH1SXCk1s,Ishqam,"Mika Singh, Ali Quli Mirza",Ishqam,2019-10-23,48.0,
16NMvEYAus3qS1czInNNZl,Ankhiyon Se Goli Mare,"Mika Singh, Tulsi Kumar, Tanishk Bagchi","Ankhiyon Se Goli Mare (From ""Pati Patni Aur Woh"")",2019-11-20,46.0,
3ZpXQPGQDMbYfv48ZL4GYJ,The Bhoot Song,"Mika Singh, Farhad Samji",Housefull 4,2019-10-23,31.0,
5KdDDrrND8Fw9yXBFEU60L,Bhai Bhai,Mika Singh,Bhuj The Pride Of India,2021-08-16,6.0,
1Dxonzo04xoNXyk9MXlr5B,THE PAD MAN,"Amit Trivedi, Mika Singh",Padman (Original Motion Picture Soundtrack),2017-12-26,19.0,
0nelifxxjcih085mvTkDLy,Sanedo,"Sachin-Jigar, Mika Singh, Nikhita Gandhi, Benny Dayal","Sanedo (From ""Made in China"")",2019-09-30,32.0,
30YI3XvC80yCfraD3s8x8V,Chaddha,"Mika Singh, Vijay Maurya",Vicky Donor (Original Motion Picture Soundtrack),2012-04-09,16.0,
