artist,title,lyrics
AR Rahman,Kannukkul Kannai,"4 ContributorsKannukkul Kannai LyricsKannukkul kannai utri kondey
Illai illai-yendrayeh..
Kallam undrai, ullai vaithu
Paarvai thanthu sendrayeh..
Kaadhal kondu naan peysa
Katthi thooki nee veesa
Pakkam vanthu thoottu pesum
Kanavugal kandaen..
Innum sattrey aragey vanthu
Mutthamum thanthaen..
Ithanai narangum kaathal illai
Yenbathu sariya??!!
Aanai naanum pennai neeyum
Irupathu pizhaiya??!!
Unn nanbanillai naan vaanin nila
Unn nanbannillai nee yen uyirin vizha..
Unn nanbanillai naan vaanin nila
Unn nanbannillai nee yen uyirin vizha..
Kannukkul kannai utri kondey
Illai illai-yendrayeh..
Kallam undrai, ulley vaithu
Paarvai thanthu sendrayeh..
You might also likeKaadhal kondu naan peysa
Katthi thooki nee veesa
Pakkam vanthu thoottu pesum
Kanavugal kandaen..
Innum sattrey aragey vanthu
Mutthamum thanthaen..

Neeyum..naanum..
Orey..kulley
Orey..kodu..
Neeyum..naanum..
Vazha..poghum..
Antha..idam..
Orey..veedu..
Kaathal yendral kaayamthaan..
Anbae ododi, vanthu yen kannai paarthu..
Kaadhalthaan yendru, solli yen kaayam maatru..
Anbae ododi, vanthu yen kannai paarthu..
Kaadhalthaan yendru solli yen kaayam maatru..
Kannukkul kannai utri kondey
Illai illai-yendrayeh..
Kallam undrai, ullai vaithu
Paarvai thanthu sendrayeh..
Kaadhal kondu naan peysa
Katthi thooki nee veesa
Pakkam vanthu thoottu pesum
Kanavugal kandaen..
Innum sattrey aragey vanthu
Mutthamum thanthaen..
Ithanai narangum kaathal illai
Yenbathu sariya?
Aanai naanum pennai neeyum
Irupathu pizhaiya?
Unn nanbanillai naan vaanin nila
Unn nanbannillai nee yen uyirin vizha..
Unn nanbanillai naan vaanin nila
Unn nanbannillai nee yen uyirin vizha..uyirin vizhaa..Embed"
AR Rahman,Tere Bina (From ”Guru”),"3 ContributorsTere Bina (From ”Guru”) Lyrics
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दम
ओ, हमदम, बिन तेरे क्या जीना
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दम
ओ, हमदम, बिन तेरे क्या जीना

तेरे बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना
तेरे बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना, हो
रूखी रे, वो रूखी रे, काटूँ रे, काटे कटे ना
तेरे बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना
तेरे बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना, हो

दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दम
ओ, हमदम, बिन तेरे क्या जीना
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दम
ओ, हमदम, बिन तेरे क्या जीना
You might also like
ग ग रे सा
सा सा सा सा सा प म ग ग रे सा
सा रे ग रे ग म ग म प म ग रे सा
सा सा सा नि रे सा रे सा नि धा प म ग प म ग
ग ग म प धा प ग म
रे ग सा प सा नि रे सा नि सा प म ग
प प सा नि रे सा नि सा प म ग
म प धा नि धा नि धा प रे ग म प ग म प

ना जा चाकरी के मारे, ना जा, सौतन पुकारे
सावन आएगा तो पूछेगा, ना जा रेे
फीकी-फीकी, बेस्वादी ये रतीयाँ, काटूँ रे, कटे ना, कटे ना
अब तेरे बिना, सजना, सजना, काटे कटे ना
कटे ना, कटे ना तेरे बिना
तेरे बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना, हो

दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दम
ओ, हमदम, बिन तेरे क्या जीना

तेरे बिना, तेरे बिना चाँद का सोना खोटा रे
पीली-पीली धूल उड़ावे, झूठा रे
तेरे बिना सोना पीतल, तेरे संग कीकर पीपल
आजा, कटे ना रतियाँ
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दम
ओ, हमदम, बिन तेरे क्या जीना

तेरे बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना
तेरे बिना बेस्वादी-बेस्वादी रतियाँ, ओ, सजना, हो
रूखी रे, ओ, रूखी रे, काटूँ रे, काटे कटे ना

दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दम
ओ, हमदम, बिन तेरे क्या जीना
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दरा, मस्त-मस्त, दरा
दम-दरा, दम-दम
ओ, हमदम, बिन तेरे क्या जीनाEmbed"
AR Rahman,Margazhi Thingal Allava,"2 ContributorsMargazhi Thingal Allava Lyrics
Maargazhith thingal, madhi niraindha nannaalaal
Neeraadap poadhuveer, poadhuminoa naerizhaiyeer
Seermalgum aayppaadi, selvach chirumeerkaal
Koorvael kodunthozhilan, nandhagoapan kumaran
Aeraandha kanni yasoadhai ilanjingam

Maargazhith thingalallavaa, madhikonjum naalallavaa
Idhu kannan varum pozhudhallavaa
Orumurai unadhu thirumugam paarththaal vidai perum uyirallavaa
Maargazhith thingalallavaa, madhikonjum naalallavaa
Idhu kannan varum pozhudhallavaa
Orumurai unadhu thirumugam paarththaal vidai perum uyirallavaa
Orumurai unadhu thirumugam paarththaal vidai perum uyirallavaa
Varuvaay thalaivaa, vaazhvae verum kanavaa
Maargazhith thingalallavaa, madhikonjum naalallavaa
Idhu kannan varum pozhudhallavaa

Idhayam idhayam eriginradhae, irangiya kanneer anaikkinradhae
Ullangaiyil ozhugum neerpoal, ennuyirum karaivadhenna
Iruvarum oru murai kaanboamaa
Illai nee mattum ennudal kaanbaayaa
Kalaiyenra joathiyil kaadhalai erippadhu
Sariyaa pizhaiyaa vidai nee sollayyaa
You might also like
Maargazhith thingalallavaa, madhikonjum naalallavaa
Idhu kannan varum pozhudhallavaa
Orumurai unadhu thirumugam paarththaal vidai perum uyirallavaa
Orumurai unadhu thirumugam paarththaal vidai perum uyirallavaa
Varuvaay thalaivaa, vaazhvae verum kanavaa


Soodith thandha sudarkkodiyae, soagaththai niruththividu
Naalai varum maalaiyenru, nambikkai valarththuvidu
Nambikkai valarththuvidu
Nam kaadhal joathi kalaiyum joathi kalaimagal magalae vaa vaa
Aaaaaa kaadhal joathi kalaiyum joathi...aaaaaa...
Joathi eppadi joathiyai erikkum
Joathi eppadi joathiyai erikkum...vaa

Maargazhith thingalallavaa, madhikonjum naalallavaa
Idhu kannan varum pozhudhallavaa

Maargazhith thingalallavaa, madhikonjum naalallavaa
Idhu kannan varum pozhudhallavaa
Maargazhith thingalallavaa, madhikonjum naalallavaa
Idhu kannan varum pozhudhallavaaEmbed"
AR Rahman,Varaaga nathi,"3 ContributorsVaraaga nathi LyricsSinger: Shankar Mahadevan
Kannil Varum Kaatchi Ellaam Kanmaniyae Uruthum
Kaanaatha Un Uruvam Kannukkulla Inikkum (2)
Varaaga Nathikkarai Oaram, Orae Oru Paarvai Paarthaen
Puraavae Nillunu Sonnaen Kanaavaay Oadi Maranjae (2)
Kannil Varum Kaatchi Ellaam Kanmaniyae Uruthum
Kaanaatha Un Uruvam Kannukkulla Inikkum (2)
Kannu Thakku Thakku Thakkunguthu. Oaoaoa
Ulla Thikku Thikku Thikkunguthu. Oaoaoa
Nenju Jallu Jallu Jallunguthu. Oaoaoa
Sollu Sollu Sollu Sollunguthu
(Varaaga Nathikkarai.)
Panjavarnakkili Nee Parantha Pinnaalum Anju Varnam Nenjil Irukku (2)
Paranthuvanthu. Mmmmm. Virunthu Kodu. Mmmmm
Manasukkulla Chadugudu Chadugudu
Mayakkuthukku Marunthonnu Kudu Kudu
Oaoaoa Kaavaerikkaraiyil Maramaayirunthaal Vaerukku Yøagamadi
Èn Kai Rendum Thaavaniyaanaal Kaathal Pazhukkumadi
(Kannu Thakku Thakku.)
Nee Ènnak Kadanthu Pøagayilae Un Nizhala Pidichukittaen (2)
Nizhalukkulla. Mmmmm. Kudiyirukkaen. Mmmmm
Odambavittu Usir Mattum Thalli Nikka
Kizhinja Nenja Èthakkøndu Naanum Thaikka
Oaøaøa Otha Vizhippaarvai Oøduruva Paarthu Thaappaa Therichiduchu
Thaappaa Therichiduchu
(Kannu Thakku Thakku.)You might also likeEmbed"
AR Rahman,Yeh Jo Des Hai Tera,"1 ContributorTranslationsRomanizationYeh Jo Des Hai Tera Lyrics
ये जो देस है तेरा, स्वदेस है तेरा, तुझे है पुकारा
ये वो बंधन है जो कभी टूट नहीं सकता
ये जो देस है तेरा, स्वदेस है तेरा, तुझे है पुकारा
ये वो बंधन है जो कभी टूट नहीं सकता

मिट्टी की है जो ख़ुशबू, तू कैसे भूलाएगा?
तू चाहे कहीं जाए, तू लौट के आएगा
नई-नई राहों में, दबी-दबी आहों में
खोए-खोए दिल से तेरे कोई ये कहेगा

ये जो देस है तेरा, स्वदेस है तेरा, तुझे है पुकारा
ये वो बंधन है जो कभी टूट नहीं सकता

तुझसे ज़िंदगी है ये कह रही, सब तो पा लिया, अब है क्या कमी?
यूँ तो सारे सुख हैं बरसे, पर दूर तू है अपने घर से
आ, लौट चल तू अब दीवाने, जहाँ कोई तो तुझे अपना माने
आवाज़ दे तुझे बुलाने वही देस

ये जो देस है तेरा, स्वदेस है तेरा, तुझे है पुकारा
ये वो बंधन है जो कभी टूट नहीं सकता
You might also like
ये पल है वही, जिसमें है छुपी पूरी एक सदी, सारी ज़िंदगी
तू ना पूछ, रास्ते में काहे आए हैं इस तरह दो राहें
तू ही तो है राह जो सुझाए, तू ही तो है अब जो ये बताए
जाएँ तो किस दिशा में जाएँ वही देस

ये जो देस है तेरा, स्वदेस है तेरा, तुझे है पुकारा
ये वो बंधन है जो कभी टूट नहीं सकताEmbed"
AR Rahman,Dola Dola,"1 ContributorDola Dola LyricsImtihan Hum Pyaar Ka De Ke
Raha Dekhe Kya Hai Nateeja
Imtihan Hum Pyaar Ka De Ke
Raha Dekhe Kya Hai Nateeja...
Imtihan Hum Pyaar Ka De Ke
Raha Dekhe Kya Hai Nateeja
Imtihan Hum Pyaar Ka De Ke
Raha Dekhe Kya Hai Nateeja
Na Aaya Yakeen Dil Ko
Jab Naam Apna Dekha
Kagaz Pe Woh Tere Dil Ke
Ye Aakhein Hui Hain Haara
Saatch Hai Saatch Hai
Jo Dekha Hai
Dilbar Tan Mann Apna
Hum Ne Vaara Tum Pe
Dola Dola Dola Dola
Mann Dola Dola Dola
Dola Dola Dola Dola
Mann Dola Dola Dola...
Aaa Aaa
Gori Gori Ye Kalayi
Teri Choo Loon Zara
Teri Choodiyoon Se
Dhun Koi Chedoon Zara
You might also likeGori Gori Ye Kalayi
Teri Choo Loon Zara
Teri Choodiyoon Se
Dhun Koi Chedoon Zara
Jis Pal Tu Ne Chua Mujhe Zara Zara
Mujhe Aaya Bhi Aaya
Ye Dil Ko Aaya Mazaa Zara
Tere Roop Ki Sharaab
Aakhon Se Pi Te Hain
Saachi Mein To Sharab
Aisi Hi Hoti Hai
Zindagi Yoon Hi Beet Rahi Thi Sanam
Tere Milney Se Jeeney Mein Aaya Hai Dam
Imtihan Hum Pyaar Ka De Ke
Raha Dekhe Kya Hai Nateeja
Imtihan Hum Pyaar Ka De Ke
Raha Dekhe Kya Hai Nateeja
Dola Dola Dola Dola
Mann Dola Dola Dola
Dola Dola Dola Dola
Mann Dola Dola Dola
Mera Roop Hai Tumse Khila Khila
Khushiya Ka Hai Tumse Hi Silsila
Maine Rab Se Jo Maangi Dua Dua
Un Hi Duaon Ka Tum Hi To Ho Na Sila Sila
Abh To Pyaar Ki Barsaat
Honi Hai Dil Raat
Chahein Kuch Ho Haalat
De Na Pyaar Ka Saath
Yoon Hi Apni Mohabbat Phooley Phaley
Ye Kaarvan Yoon Hi Chala Chaley
Mmm Mmm Mmm Mmm, Aaa Aaa
Imtihan Hum Pyaar Ka De Ke
Raha Dekhe Kya Hai Nateeja
Imtihan Hum Pyaar Ka De Ke
Raha Dekhe Kya Hai Nateeja
Dola Dola Dola Dola
Mann Dola Dola Dola
Dola Dola Dola Dola
Mann Dola Dola Dola
Imtihan Hum Pyaar Ka De Ke
Raha Dekhe Kya Hai Nateeja
Imtihan Hum Pyaar Ka De Ke
Raha Dekhe Kya Hai Nateeja
Dola Dola Dola Dola
Mann Dola Dola Dola
Dola Dola Dola Dola
Mann Dola Dola DolaEmbed"
AR Rahman,Raanjhanaa,"1 ContributorRaanjhanaa Lyrics
ओ, आजा-आजा दिल के गाँव
राहें देखे कोई
जागेगी फिर क़िस्मत सोने, जागेगी फिर क़िस्मत सोने
थी अब तक जो सोई

हुआ चारों ओर शहनाई शोर
तू मेरी ओरे चल निकला
चढ़े प्रेम लोर, ओ, दिल के चोर
कर मेरी भोर, अब मुख दिखला

राँझना हुआ मैं तेरा, कौन तेरे बिन मेरा
रौनकें तुम्हीं से मेरी, कौन तेरे बिन मेरा
तेरा है चार-सू फेरा, कौन तेरे बिन मेरा
ओ, कौन तेरे बिन मेरा

हुआ चारों ओर शहनाई शोर
तू मेरी ओरे अब चल निकला
चढ़े प्रेम लोर, ओ, दिल के चोर
कर मेरी भोर, अब मुख दिखला

You might also like
तन थिरके-थिरके, मन बहके-बहके
तेरा कहके-कहके ख़ुद को
मेरे दिल की बात, जाने क़ायनात
तेरे दिल की ख़बर बस मुझको
तन थिरके-थिरके, मन बहके-बहके
तेरा कहके-कहके ख़ुद को
मेरे दिल की बात, जाने क़ायनात
तेरे दिल की ख़बर बस मुझको
आना, बातें प्यार की लाना
आना, थोड़ा प्यार जताना

राँझना हुआ मैं तेरा, कौन तेरे बिन मेरा
ओ, कौन तेरे बिन मेरा


रंग बिखरा-बिखरा, सब निखरा-निखरा
जाएँ जिधर-जिधर ये नैना
मुझे ख़ुद पे नाज़, हुआ पगला आज
रहा अपने ही बस हूँ मैं ना
रंग बिखरा-बिखरा, सब निखरा-निखरा
जाएँ जिधर-जिधर ये नैना
मुझे ख़ुद पे नाज़, हुआ पगला आज
रहा अपने ही बस हूँ मैं ना
आना, मुझे बस कर लेना
आना, जाँ हँस कर लेना

हुआ चारों ओर शहनाई शोर
तू मेरी ओरे चल निकला
चढ़े प्रेम लोर, ओ, दिल के चोर
कर मेरी भोर, अब मुख दिखला

राँझना हुआ मैं तेरा, कौन तेरे बिन मेरा
रौनकें तुम्हीं से मेरी, कौन तेरे बिन मेरा
तेरा है चार-सू फेरा, ओ, कौन तेरे बिन मेरा

हुआ चारों ओर शहनाई शोर
तू मेरी ओरे चल निकला
चढ़े प्रेम लोर, ओ, दिल के चोर
कर मेरी भोर, अब मुख दिखलाEmbed"
AR Rahman,Dheeme Dheeme,"3 ContributorsDheeme Dheeme Lyricsधीमे-धीमे गाऊँ, धीरे-धीरे गाऊँ
हौले-हौले गाऊँ तेरे लिए पिया
धीमे-धीमे गाऊँ
धीमे-धीमे गाऊँ, धीरे-धीरे गाऊँ
हौले-हौले गाऊँ तेरे लिए पिया
गुनगुन मैं गाती जाऊँ
छुनछुन पायल छनकाऊँ
सुन-सुन, कब से दोहराऊँ
पिया, पिया, पिया
गुलशन महके-महके
ये मन बहके-बहके
और तन दहके-दहके
क्यूँ है बता पिया?
मन की जो हालत है ये
तन की जो रंगत है ये
तेरी मोहब्बत है ये
पिया, पिया, पिया
गुनगुन मैं गाती जाऊँ
छुनछुन पायल छनकाऊँ
सुन-सुन, कब से दोहराऊँ
पिया, पिया, पिया
You might also likeपिया-पिया
ज़िंदगी में तू आया तो
धूप में मिला साया तो
जागे नसीब मेरे
अनहोनी को था होना
धूल बन गई है सोना
आ के क़रीब तेरे
प्यार से मुझ को तूने छुआ है
रूप सुनहरा तब से हुआ है
कहूँ और क्या तुझे मैं पिया
तेरी निगाहों में हूँ
तेरी ही बाँहों में हूँ
ख़्वाबों की राहों में हूँ
पिया, पिया, पिया
गुनगुन मैं गाती जाऊँ
छुनछुन पायल छनकाऊँ
सुन-सुन, कब से दोहराऊँ
पिया, पिया, पिया
पिया-पिया
मैंने जो ख़ुशी पाई है
झूम के जो रुत आई है
बदले ना रुत वो कभी
दिल को देवता जो लागे
सर झुका है जिस के आगे
टूटे ना बुत वो कभी
कितनी है मीठी, कितनी सुहानी
तूने सुनाई है जो कहानी
मैं जो खो गई, नई हो गई
आँखों में तारे चमके
रातों में जुगनू दमके
मिट गए निशान ग़म के
पिया, पिया, पिया
गुनगुन मैं गाती जाऊँ
छुनछुन पायल छनकाऊँ
सुन-सुन, कब से दोहराऊँ
पिया, पिया, पियाEmbed"
AR Rahman,Saadda Haq,"3 ContributorsSaadda Haq LyricsTum logon ki, iss duniya mein
Har kadam pe, insaan galat
Main sahi samaj ke jo bhi kahoon
Tum kehte ho galat
Main galat hoon phir kaun sahi
Phir kaun sahi
Marzi se jeene ki bhi main
Kya tum sabko main arzi doon
Matlab ki tum sabka mujhpe
Mujhse bhi zyada haq hai
Saadda haq, aithe rakh

Saadda haq aithe rakh
Na na na ..
Saadda haq, aithe rakh

Hey inn gadaaron mein
Ya udhaaron mein
Tum mere jeenay ki
Aadat ka kyun gott rahe dum
Besaleeqa main, uss gali ka main
Na jis mein haya, na jis mein sharam
Mann bole ke ras mein jeenay ka
Harjaana duniya dushman
Sab begaana inhe aag lagaana
Mann bole mann bole
Mann se jeena ya marr jaana
You might also like
Saadda haq aithe rakh
Na na na ..

O eco-friendly, nature ke rakshak
Main bhi hoon nature
Rivaazon se, samaajhon se kyon
Tu kaate mujhe
Kyun baante mujhse iss tarah
Kyun sach ka sabak sikhaaye
Jab sach sunn bhi na paaye
Sach koi bole toh tu niyam kanoon bataaye
Tera darr, tera pyaar, teri waah, tu hi rakh
Rakh saali saadda haq, aithe rakh
Aithe aithe rakh saadda haq, aithe rakhEmbed"
Arijit Singh,Satranga,"3 ContributorsTranslationsRomanizationSatranga Lyrics
Oh-oh-oh
Oh-oh-oh

आधा तेरा, इश्क़ आधा मेरा
ऐसे हो पूरा चंद्रमा
ओ, तारा तेरा, एक तारा मेरा
बाक़ी अँधेरा आसमाँ

ना तेरे संग लागे बाँधे जो पीपल पे धागे
ये सुरमे के धारे बहते हैं नज़रें बचा के

बद-रंग में सतरंगा है ये इश्क़ रे
जोगी मैं और गंगा है ये इश्क़ रे
बद-रंग में सतरंगा है ये इश्क़ रे
जोगी मैं और गंगा है ये इश्क़ रे

Oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh
See Arijit Singh LiveGet tickets as low as $56You might also like
माथे से लगा लूँ हाथ छू के मैं पैर तेरे
हो, रख लूँ मैं तन पे ज़ख़म बना सारे बैर तेरे

ਰੁੱਕਣਾ ਨਈਂ ਤੂੰ, ਹੁਣ ਰੁੱਸਣਾ ਨਈਂ ਮੈਂ
ਤੇਰਾ ਨਈਂ ਰਿਹਾ ਤੇ ਨਾ ਖ਼ੁਦ ਦਾ ਵੀ ਮੈਂ
दुनिया तू ही है मेरी, पर ना आना, अब ना आना
ਮੈਂ ਨਈਂ ਆਨਾ ਸ਼ਹਿਰ ਤੇਰੇ

जो फेरे संग लागे, रखते वो हमको जला के
वो वादे, झूठे वादे ले जा तू क़स्मे लगा के

रग-रग में मलंगा है ये इश्क़ रे
क्यूँ लहू में ही रंगा है ये इश्क़ रे?
हो, बद-रंग में सतरंगा है ये इश्क़ रे
जोगी मैं और गंगा है ये इश्क़ रे

तू मेरी सारी यादें पानी में आज बहा दे
ये तेरी भीगी आँखें रख लूँ लबों से लगा के

मैं समुंदर, परिंदा है ये इश्क़ रे
मन मातम और ज़िंदा है ये इश्क़ रे
हो, बद-रंग में सतरंगा है ये इश्क़ रे
जोगी मैं और गंगा है ये इश्क़ रे
बद-रंग में सतरंगा है ये इश्क़ रे
जोगी मैं और गंगा है ये इश्क़ रेEmbed"
Arijit Singh,Chal Wahan Jaate Hain,"8 ContributorsTranslationsRomanizationChal Wahan Jaate Hain Lyrics
आसमाँ के परे एक जहाँ है कहीं
झूठ-सच का वहाँ क़ायदा ही नहीं
रोशनी में वहाँ की अलग नूर है
साए जिस्मों से आगे जहाँ जाते हैं
(जाते हैं, जाते हैं)

चल वहाँ जाते हैं, चल वहाँ जाते हैं
प्यार करने चलो हम वहाँ जाते हैं
चल वहाँ जाते हैं, चल वहाँ जाते हैं
प्यार करने चलो हम वहाँ जाते हैं

सीने से तुम मेरे आ के लग जाओ ना
डरते हो क्यूँ? ज़रा पास तो आओ ना
सीने से तुम मेरे आ के लग जाओ ना
डरते हो क्यूँ? ज़रा पास तो आओ ना
धुन मेरी धड़कनों की सुनो

चल वहाँ जाते हैं, चल वहाँ जाते हैं
प्यार करने चलो हम वहाँ जाते हैं
चल वहाँ जाते हैं, चल वहाँ जाते हैं
प्यार करने चलो हम वहाँ जाते हैं
Oh, जाते हैं
चल जाते हैं
(जाते हैं, जाते हैं)
See Arijit Singh LiveGet tickets as low as $56You might also like
कोई सुबह वहाँ रात से ना मिले
उड़ के वहाँ चलो आओ तुम-हम चलें
Hmm, कोई सुबह वहाँ रात से ना मिले
उड़ के वहाँ चलो आओ तुम-हम चलें
पंख लाया हूँ मैं, उड़ चलो

चल वहाँ जाते हैं, चल वहाँ जाते हैं
प्यार करने चलो हम वहाँ जाते हैं
चल वहाँ जाते हैं, चल वहाँ जाते हैं
प्यार करने चलो हम वहाँ जाते हैंEmbed"
Arijit Singh,Humdard,"5 ContributorsTranslationsRomanizationHumdard Lyrics
पल-दो-पल की ही क्यूँ है ज़िंदगी?
इस प्यार को हैं सदियाँ काफ़ी नहीं
तो ख़ुदा से माँग लूँ मोहलत मैं एक नई
रहना है बस यहाँ, अब दूर तुझ से जाना नहीं

जो तू मेरा हमदर्द है, जो तू मेरा हमदर्द है
सुहाना हर दर्द है, जो तू मेरा हमदर्द है

तेरी मुस्कुराहटें हैं ताक़त मेरी
मुझ को इन्हीं से उम्मीद मिली
चाहे करे कोई सितम ये जहाँ
इनमें ही है सदा हिफ़ाज़त मेरी
ज़िंदगानी बड़ी ख़ूबसूरत हुई
जन्नत अब और क्या होगी कहीं

जो तू मेरा हमदर्द है, जो तू मेरा हमदर्द है
सुहाना हर दर्द है, जो तू मेरा हमदर्द है

तेरी धड़कनों से है ज़िंदगी मेरी
ख़्वाहिशें तेरी अब दुआएँ मेरी
कितना अनोखा बंधन है ये
तेरी-मेरी जान जो एक हुई
लौटूँगा यहाँ तेरे पास मैं, हाँ
वादा है मेरा, मर भी जाऊँ कहीं
See Arijit Singh LiveGet tickets as low as $56You might also like
जो तू मेरा हमदर्द है, जो तू मेरा हमदर्द है
सुहाना हर दर्द है, जो तू मेरा हमदर्द है

Hmm... हमदर्द है
Hmm... हमदर्द है
Hmm... हमदर्द है
Hmm... हमदर्द हैEmbed"
Arijit Singh,Love Me Thoda Aur,"3 ContributorsLove Me Thoda Aur Lyrics
शायरों से लफ़्ज़ लेके थोड़े से उधार
बोलना ये चाहता हूँ दिल से तुमको, यार
हो रहा था, हो गया है हल्का सा ख़ुमार
कोई ना रहा है दिल पे अपने ज़ोर

Love me thoda aur!
Let me tell you tonightWhen the stars are shining bright
Love me thoda aur
Just take my hand in your hand
And then don't you let it go
Love me thoda aur
All I need is the time
When I promise that you'll be mine
Love me thoda aur
With you by my side
I know I'll be fine

तेरी बातों कि प्यारी सी, मीठी सी ख़ुशबू मैं लेके साथ में
मुस्कुराता सा, नीदों से, ख़्वाबों से मिलता हूँ मैं तो रात में
ये अदा है नयी, ये अदा आ गयी, तू जो मिला
कभी ना किया था ख़ुद पे इतना ग़ौर

Love me thoda aur!
Let me tell you tonight
When the stars are shining bright
Love me thoda aur
Just take my hand in your hand
And then don't you let it go
Love me thoda aur
All I need is the time
When I promise that you'll be mine
Love me thoda aur
With you by my side
I know I'll be fine
See Arijit Singh LiveGet tickets as low as $56You might also like
तुम हो या ना हो, लगता है जैसे कि अब तुम ही तो हो हर घड़ी
हो, मिलता तुमसे हूँ जितना मैं उतनी ही मिलने कि वजह है बढ़ी
मिलने की कोशिशें, प्यार कि ख़वाहिशें होती रहें
तुझे देख के हैं साँसें करती शोर

Love me thoda aur!
Let me tell you tonight
When the stars are shining bright
Love me thoda aur
Just take my hand in your hand
And then don't you let it go
Love me thoda aur
All I need is the time
When I promise that you'll be mine
Love me thoda aur
With you by my side
I know I'll be fineEmbed"
Arijit Singh,Tujhe Kitna Chahne Lage,"6 ContributorsTranslationsRomanizationTujhe Kitna Chahne Lage Lyrics
दिलका दरिया बह ही गया
इश्क़ इबादत बन ही गया
खुद को मुझे तू सौंप दे
मेरी ज़रूरत तू बन गया

बात दिल की नज़रों ने की
सच कह रहा, तेरी क़सम

तेरे बिन अब ना लेंगे एक भी दम
तुझे कितना चाहने लगे हम
तेरे बिन अब ना लेंगे एक भी दम
तुझे कितना चाहने लगे हम
तेरे साथ हो जाएँगे ख़तम
तुझे कितना चाहने लगे हम

बात दिल की नज़रों ने की
सच कह रहा, तेरी क़सम

तेरे बिन अब ना लेंगे एक भी दम
तुझे कितना चाहने लगे हम
तेरे साथ हो जाएँगे ख़तम
तुझे कितना चाहने लगे हम
तुझे कितना चाहने लगे हम
See Arijit Singh LiveGet tickets as low as $56You might also like
इस जगह आ गई चाहतें अब मेरी
छीन लूँगा तुम्हें सारी दुनिया से ही
तेरे इश्क़ पे, हाँ, हक़ मेरा ही तो है
कह दिया है ये मैंने मेरे रब से भी
जिस रास्ते तू ना मिले
उस पे ना हों मेरे क़दम

तेरे बिन अब ना लेंगे एक भी दम
तुझे कितना चाहने लगे हम
तेरे साथ हो जाएँगे ख़तम
तुझे कितना चाहने लगे हम
तुझे कितना चाहने लगे हम
तुझे कितना चाहने लगे हम1Embed"
