artist,title,lyrics
Divine,Gunehgar,"12 ContributorsTranslationsEnglishGunehgar Lyrics
Hit-Boy
Ha!
Acche se baat kar
Gully gang boy
We back
Bham, bham, bham, bham

Koi hum pe nahi khade
Chhote hum hain quicksand
Koi karta nahi match
Mera poora lit fam
Do AP mere haath mein
I call it wristbands
Mastikhor crew
We kick it like SHIN-CHAN
Big man gets cheque from the rich, yes!
Gutter flow we really hood, it's all blessed
Trend set karte
Tum karte impress
Aapas mein ladne waale ladke incest
59, tu toote kaanch pe khada hai
Farishta aur shaitaan mere saath mein khada hai
Badan pe hai shahi
Dard glass mein bhara hai
Shilawati, Manali ko saath mein mala hain
Kitne artist nahi
Bol kitne yahan chor
Bollywood se break
Kyun ke hip-hop mein hai shor
Class waali baatein
Fir ye achanak se road
Ladne waali baatein
Bas humse nahi dost (Chal)
You might also like
Rider rider
Chal wheelie maar
Chillum hai taiyaar
Chal tili maar
South waale ladke
Haan peeli maar
Sharif bhi hum hote
Woh kehte humein gunehgar
Rider rider
Chal wheelie maar
Chillum hai taiyaar
Chal tili maar
South waale ladke
Haan peeli maar
Sharif bhi hum hote
Woh kehte humein gunehgar

Mera star sign bole
Hamesha mera balance sahi hai
Trophy bhare pade mere cup mein
Royal challenge nahi hai
Dark, raw shit
Ye koi colour waala pallete nahi hai
Mandi mein main baitha
Mere plate mein koi salad nahi hai
Relishing hai beat
Delicious mera flow
Wo pao waala bole
'Cause I'm good at flippin' dough
Saare online famous
Main kyun busy, karta shows
Bina belan rakhe haath mein
Kaise haasil karta goal
Koyle mein heere nahi
Heere mein main woh coal
Naashte mein Idli
Chillum mein mere Kasol
Zameen pe mein khaana
It's the only time I fold
Sea link pe gedi
It's the only time I tolled
Tip-tip baarish nahi
Toofani hain ye storm
Tik-tik talk nahi
Gira dete bomb
Chatai pe sone waale
Ab gira rahe chattan
Nanga hi toh aaya tha
Jeb me daal, pehchaan ha!
Maa meri manager
Bade mere armaan
Jo rakh nahi paata
Kya matlab ka woh jabaan
Phone baine lagta
Jab matlab ka ho kaam
Agar DIVINE nahi hota
Chhodh matlabi insaan
Mujhe dikhta kaun kaun hain yahan
Jalte boht jan hain
Tsunami laate hum
Flow ye konkan hai
Brake nahi lagte
Aur chalte wrong-turn hain
Married to the game
Aau paisa sautan hain, haan
Rider rider
Chal wheelie maar
Chillum hai taiyaar
Chal tili maar
South waale ladke
Haan peeli maar
Sharif bhi hum hote
Woh kehte humein gunehgar
Rider rider
Chal wheelie maar
Chillum hai taiyaar
Chal tili maar
South waale ladke
Haan peeli maar
Sharif bhi hum hote
Woh kehte humein gunehgar3Embed"
Divine,Disco Rap,"7 ContributorsDisco Rap Lyrics
Sabko Party Karna Divine Bhai Ke Sath
Sabko Party Karna Dhaval Bhai Ke Sath
Sabko Party Karna Altaf Bhai Ke Sath

Suno Mera Disco Rap
Asal Bolte Isko Rap
Tum Log Bolte Diss Ko Rap
Hum Diss Nahi Karte
Agar Aim Liya
Miss Nahi Karte (x2)

Club Mein Entry Maare Bouncer Check Nahi Karta
Aur Ek Table Nahi Hai Jo Respect Nahi Karta
Sirf Jhoomta Tera Bhai Apan Step Nahi Karta
Cheekhti Hai Public Kyunki Bless Hai Yeh Banda
GG Ke Siwa Main Kuch Rep Nahi Karta
Agar Aim Maine Liya Toh Phir Miss Nahi Karta
Ek Time Pe Apun Queue Me They
Crew Mein They, Fake Id
Entry Marte They Peeche Se
5 Mere Dost Aur 5 Log Extra Hai
Life Meri Movie Isliyе 5 Log Extra Hai
Automatic Sab Kuch Zindagi Tesla Hai
Khelna Hai Cricket Par Zindagi Chеss-la Hai
Masla Ya Machna Tu Hasna Mat Chhod
GG Ke Gaano Pe Bajna Mat Chhod
Isko Kehte Hain Halke Mein Tod
Antarashtriya Naka Tu Janta Yeh Road
You might also like
Suno Mera Disco Rap
Asal Bolte Isko Rap
Tum Log Bolte Diss Ko Rap
Hum Diss Nahi Karte
Agar Aim Liya
Miss Nahi Karte (x2)

Leke Kaali Peeli Nikla Chawpati Ke Side
Baje Raat Ke Teen Wahan Naka-Bandi Tight
Meri Maang Zada Badhi Nahi De Nukkad Wali Chai
Smarty Wale Shot Dete Chattur Wali Dhai
Raantí Wale Look Leke Galiyon Mein Machaye
Chamti Deke Sir Pe Woh Toh Gupchup Se Hojaye
Aise Pagal Dost Aise Pagal Log
Gang Tabad Tod Aaye Father Log Chale Raasta Chhod
Chal
Aata Account Mein Jhol Kiya Bhai Log Ne Call
Dinner Mere Naam Pe Chal Kya Chahiye Bol
Bas Swipe Karna Swag Hai
Gaana Acha Baja Uspe Hype Karna Shauk Se
Security Nahi Apne Bhai Log He Bahut Hai
Sirf Khas Log Ki Party Umer Teri Choti Ye Hai Baap Log Ki Party
Aana Chahti Shawty Sab Apne Bol Kya Chahiye Shawty
Suno Mera Disco Rap
Asal Bolte Isko Rap
Tum Log Bolte Diss Ko Rap
Hum Diss Nahi Karte
Agar Aim Liya
Miss Nahi Karte (x2)

Nachne Ka Paisa Lega Kya
Aisa Nahi Toh Waisa Lega Kya
Sabko Nachado Isko Usko
Nachne Ka Ka Nahi Hai To Khisko Khisko
Ghoom Ghoom Ke Ho Gayele Jhaango
Farak Nahi Padta Kare Garba Karre Tango
Disco Mein Scotch Hai, Country Nahi Hai
Lekin 21 Ke Neeche Chhote Entry Nahi Hai
Poster Pe Kuch Bhi Dikha Ne De
Kyon Ki Party Toh Chalu Hai Apan Ke Aane Pe
Hater Log Rehne Layki Mein, Samjha
Arre Bhai Log Khade Le VIP Mein
Gully Gang Wali Party Hai
Arrey Chhoone Ka Nai Chhote Sab Kuch Hard Hi Hai
Jo Apna Swag Hai Woh-Ich Apna Id Hai
Poori Night Tere Bhai Ki Hai
Suno Mera Disco Rap
Asal Bolte Isko Rap
Tum Log Bolte Diss Ko Rap
Hum Diss Nahi Karte
Agar Aim Liya
Miss Nahi Karte (x2)1Embed"
Divine,Sher Aaya Sher,"2 ContributorsTranslationsRomanizationSher Aaya Sher Lyricsशेर की ज़ुबानी सुन ये शहर की कहानी
यहाँ rap नही होता तेरे वहम को भगादी
लड़कियाँ ना गाड़ी अपनी अलग है आबादी
असल rap का ये जलवा तेरे आत्मा में जगादी
क्यूँकि फरक है, तुझे छेड़ने की तलब है
तू नकली वाला मरद
मर्दानगी पे कलंक
हैवानियत की शकल
जितनी तुझमे गर्मी
उससे ज़्यादा गरम मेरा कलम
क्यूँ इतना बेशरम?
क्या काम का वो आज जिसमे तेरा कल नही
क्या काम का वो काम जिसमे तू सफल नही
बल नही
दिमाग की ज़रूरत
तेरे भाई की हुकूमत
सच्चाई की ये सूरत
भाग भाग भाग (आया शेर आया शेर)
भाग भाग भाग (आया शेर आया शेर)
भाग भाग भाग (आया शेर आया शेर)
सच्चाई की ये लहर, हर मोहल्ले में कहर
You might also likeदादागिरी बंद कर तू चल तो संभल कर
खुदको तू ढूँढ के तू उसको अमल कर
नकली गुरूर उसको मसल कर
नकली वजूद उसको कूचल कर
ज़रा कम कर, शानेगिरी कम कर
ज़रा कम कर, लुक्खे गिरी कम कर
ठंडा कर जो बुखार तेरे सर पर, कम कर
गुरूर ये खतम कर!
ज़रा कम कर शानेगिरी कम कर
ज़रा कम कर लुक्खे गिरी कम कर
ठंडा कर जो बुखार तेरे सर पर, कम कर
गुरूर ये खतम कर!
भाग भाग भाग (आया शेर आया शेर)
भाग भाग भाग (आया शेर आया शेर)
भाग भाग भाग (आया शेर आया शेर)
सच्चाई की ये लहर, हर मोहल्ले में कहर
भाग भाग भाग (आया शेर आया शेर)
भाग भाग भाग (आया शेर आया शेर)
भाग भाग भाग (आया शेर आया शेर)
भाग भाग भागEmbed"
Divine,Mera Bhai,"14 ContributorsTranslationsEnglishRomanizationMera Bhai Lyrics
मैं और मेरा भाई
सिर्फ मैं और मेरा भाई
इन मुश्किलों के बीच में?
सिर्फ मैं और मेरा भाई
मैं और मेरा भाई
सिर्फ मैं और मेरा भाई
इन बुज़दिलों के बीच में
सिर्फ मैं और मेरा भाई

मैं और मेरा भाई
मैं और मेरा भाई (मेरा भाई)
मैं और मेरा भाई
मैं और मेरा भाई (मेरा भाई)
मैं और मेरा भाई
मैं और मेरा भाई (मेरा भाई)
मैं और मेरा भाई
मैं और मेरा भाई

मैं और मेरा भाई बोले तोह hardships
Hustle की बातचीत हो या bus-on की backseat
बदसूरत marksheet
हमें पसंद थी मार पीट
One two का four बोले वटा के car keys
Birthday के दिन से we been chasing these गाँधी
काले थे बादल अभी धुप में हैं palm trees
Rap के चक्कर में है , दोनों करते थे party
ना कोई बन्दे से कम थे ना कोई बन्दे से कम है
साथ पीये चिल्लम तब तो दोस्ती में दम है
भाई मेरा फसा तोह automatic हम है
Sticky हुआ scene तब automatic gum है
Ride करते साथ
Cake किसी का काटते हम slice करते half
Time बहुत है hard अब हम swipe करते card
मैं और मेरा भाई माँ कसम hard
बापू दिए मार, माँ ने दिया लाड
होशियार होने के चक्कर में मत खोना होश यार
नफरत कितना भी हो जायेगा मिटा देता है उसको तेरा प्यार
मैं मेरा भाई
बन्दे हम हैं चार
रचे इतिहास हक़ से खुद पे नाज़
मैं और मेरा भाई
बन्दे हम हैं चार
रचे इतिहास हक़ से खुद पे नाज़
You might also like
मैं और मेरा भाई
मैं और मेरा भाई (मेरा भाई)
मैं और मेरा भाई
मैं और मेरा भाई (मेरा भाई)
मैं और मेरा भाई
मैं और मेरा भाई (मेरा भाई)
मैं और मेरा भाई
मैं और मेरा भाई

मैं और मेरा भाई rap संगीत के दीवाने
कोई नहीं आया सिखाने खुद सीखे
खुद लिखे भूतनी के, build किया यहाँ हमने यह empire
तू game में नहीं है सिर्फ ऊँगली उठाता तू थकेला umpire (चल)
हम same भी नहीं है
Bombay rap को डाले map पे असली हम मस्सिआह (चल)
शीशे के सामने हम हाथ घुमाते
गानों को रट्टा फिर कर कर के गाते
जूते भी same हम एक जैसा लाते
Gang भी same हम दोनों बनाते
दुश्मन भी same हम दोनों बनाते
भूके पेट भी सोने नहीं जाते
सीखते हम ना कभी किसी से हारे
Aunty नहीं कहती यह लड़के बेकार है
क्यों खुद मैं विश्वास
खुद से ही प्यार
यह सांपो के जंगल में खुद मेरे साथ
खुद मेरा ख़ास
यह सांपो के जंगल में खुद मेरे साथ
खुद मेरा ख़ास
खुद मेरा भाई
इंसान धोकेबाज़
मैं खुद मेरा भाई
इंसान धोकेबाज़
मैं और मेरा भाई
मैं और मेरा भाई (मेरा भाई)
मैं और मेरा भाई
मैं और मेरा भाई (मेरा भाई)
मैं और मेरा भाई
मैं और मेरा भाई (मेरा भाई)
मैं और मेरा भाई
मैं और मेरा भाई1Embed"
Divine,Paintra,"6 ContributorsPaintra Lyrics
Apna Talent ka pramaan, patra leke society mein jhanda gaadne nikle ho
Daant chiyar ka time bhooljaaoge
Pehle sahi vyaktitva ke samaksh
Daat nipurna seekho
Zyaada important hai ki tum kisko jaante ho, kisko pehchaantey ho
Kaun tumko jaanta hai
Kaun tumko maanta hai
Kiska bivi-bachha tumhara phan hai
Aur bade ghar ki kanya pataane waala bhanda do
Hai ye he
Isko kehte hai
PAINTRA

Haan seekh le (Seekh le)
Fek fek (ah), Aa khel le
Tu zindagi ka paintra
Seekh seekh seekh seekh
Zindagi ka paintra
Fek fek fek fek
Zindagi ka paintra, Tu khel le (Khel le)
Ah Zindagi ka paintra, Tu khel le (Khel le)
Ah Seekh seekh seekh seekh
Zindagi ka paintra
Fek fek fek fek
Zindagi ka paintra, Tu khel le (Khel le)
Ah Zindagi ka paintra, Tu khel le (Khel le)
Ah Seekh seekh seekh seekh
Zindagi ka paintra
Fek fek fek fek
Zindagi ka paintra, Tu khel le (Khel le)
Ah Zindagi ka paintra, Tu khel le (Khel le)
You might also like
Ha!
Kiski chun ke chaatega
Kiska dhyaan tu baantega
Kisko salaam thokega
Kisko mukke se rokega
Tu latak jhatak ke, Uthak pathak ke
Faayda utha le mauke ka
Tu latak jhatak ke, Uthak pathak ke
Faayda utha le mauke ka
Tu badhte ja! (Badhte jaa)
Ab Kuch nahi hoga maan le
Tu karna hai jo karte ja
Afsar ko joote maarke
Tu badhte ja! (Badhte jaa)
Masla hai ye ladka
Tab tu samachar pe khadkega
Tu Khadkega! (Khadkega)
Ye TV waale, bina jaane
Badbad karna, inka kaam hai
Ladkar badhna, tera kaam hai
Udte jaa! (Udte jaa)
Uda de jo bhi saamne
Chhura ye tere haath se
Mauke pe hi tu phad de
Cheh foot andar tu gaadh de
Tu zindagi ka paintra
Khel khel khel
Zindagi ka paintra
Fek fek fek
Zindagi ka paintra
Tu seekh le
Tu zindagi ka paintra

Sabka ek guarantee hona hai
Chance humko bhi mila tha
Lekin Naitik shiksha ke chutiyape mein, mistake hogaya
Nahi toh aaj ham badhiyaar aadmi hotey
Experience share kar rahe hai
Lena hai to leejiye varna
Sarkiye, humko bolne ka mauka deejiye, Baabu

Hah Hah haha Ha, Hah Hah haha Ha
Hah Hah haha Ha, Hah Hah haha Haa
A seekhle (Hah)
A fek fek (Hah)
A khelale (A Khelale)
Khelale
Tu Zindagi ka paintra
Ah Seekh seekh seekh seekh
Zindagi ka paintra
Fek fek fek fek
Zindagi ka paintra, Tu khel le (Khel le)
Ah Zindagi ka paintra, Tu khel le (Khel le)
Hah!
Khud hi se doobe, Khud hi utraaye
Khud hi ghar me, Khud hi ghabraaye
Bura karoge bura milega
Bhala karoge bhala milega
Bura karoge saara milega
Bhala karoge naara milega
Narak bana ke jeevan tera
Swarg ka sapna dekha jaaye
Phir bhi ant me rona bhai
Chodh padhayi! (Chodh padhayi)
Aur gunda pyara ban awaara
Kar ladayi! (Kar ladayi)
Aur gundagardi chal gayi jiski
Wo neta ban jaata hai
Phir desh mahaan chalayega
Ye netaji kehlaata hai
Phir kisko padhna
Kisko sun'na
Kisko phaansi
Kisko chumma
Agla kaun hai
Kisko chun’na
Ye to saara socha samjha plan hai
Kiski laathi, kiski bhains
Aur kis par lagna ban hai
Kehlaate ye man hai
Chal rehn de

Seekh seekh seekh seekh
Zindagi ka paintra
Fek fek fek fek
Zindagi ka paintra, Tu khel le (Khel le)
Ah Zindagi ka paintra, Tu khel le (Khel le)1Embed"
Divine,Bandana Gang,"10 ContributorsBandana Gang Lyrics
बन्दना बन्दना Gang
करते हम गल्ली में Hang
बोलते हम Gully के Slangs
बन्दना बन्दना गैंग
बन्दना बन्दना गैंग
करते हम गल्ली में Hang
बोलते हम Gully के Slangs
बन्दना बन्दना गैंग
बन्दना बन्दना Gang
हम माशाल्लाह माशाल्लाह Gang
करते हम गल्ली में Hang
बन्दना बन्दना गैंग
बन्दना बन्दना गैंग
हम माशाल्लाह माशाल्लाह Gang
करते हम गल्ली में Hang
बन्दना बन्दना गैंग

लिखा ये बन्दना पहले कौन
गूगल से पूछ ले कौन ये लोग
लिखा ये पहले शुन्य कौन
पूछ ले DNA खून में कौन
राजा महाराजा हर बूँद में कौन
राजा महाराजा हर बूँद में don
कोमा कोमा मेरे Cheque पे
Style मेरा Sick Govinda Drip
मेरी मर्ज़ी मैं हूँ Sexy
You might also likeरेगुलर मेरा जो तेरा वो फ्लेक्स है
बैंक अकाउंट तेरा वो मेरा वो टैक्स है
जूना से प्यूमा फिर आये हम Checks में
भाई तेरा काल बाजू में फूल मेरी Jasmine
अफवाह फैलाते क्यूँ कलम में Facts नहीं
जो बोलते वो जिते सिर्फ करते नहीं रैप में ही
आया था रेग्स से उड़ाते लेप्स में
Silencer गायब पिस्टन है, पिस्टन है
Highway पे 200 गरम ये इंजन है
धुएं में Hydro ऊपर ये System है
अपने में बातें
नहीं करते Snitchin नहीं करते Bitchin
जो भी सब मुंह पे Features है दोस्त
Fame चूसेवाले सब Leeches है दोस्त
सड़क की ज्ञान यहाँ कोई Teacher है दोस्त
ड्रामा ही ड्रामा है ज़िन्दगी पिक्चर है दोस्त
नार्मल ये शॉट जब ऊपर हो दोस्त
समंदर में आया तू कीचड है, कीचड है
सोना ये दिल तू पीतल है, पीतल है
हीरा है गले में फ्रीजर है, फ्रीजर है
मंजिल है सामने ऊपर और डिपर है
पैसेंजर सीट में लीवर में लिकर है
खा लो ये बीट को जिगर सिकंदर है
बन्दना बन्दना Gang
करते हम गल्ली में Hang
बोलते हम Gully के Slangs
बन्दना बन्दना गैंग
बन्दना बन्दना गैंग
करते हम गल्ली में Hang
बोलते हम Gully के Slangs
बन्दना बन्दना गैंग
बन्दना बन्दना Gang
हम माशाल्लाह माशाल्लाह Gang
करते हम गल्ली में Hang
बन्दना बन्दना गैंग
बन्दना बन्दना गैंग
हम माशाल्लाह माशाल्लाह Gang
करते हम गल्ली में Hang
बन्दना बन्दना गैंग

बन्दना गैंग पंगा ना ले
बे चुप छाप तू बाँदा नहीं कैम
एक अधि नाल वे अंडा नहीं चैन
रन्ना दी लाइन जिवें अम्बानी मैं
कम रुपैया रैपिंग तिरंगा
विच है पैया बोलदे कई आ
रैप नहीं सही आ बना दूं रेल
छैयां छैयां
नाल मेरे विवियन, हुन हो जा मिलियन
तू नहीं गैंग, तू हैगा civilian
नो बॉल्स तू नहीं brazilian
अन-गिनत लाइन चेक कर brilliance
Desi Hip-Hop मेरी है dominion
कहलों टॉप 5 तेरी है opinion
मुड जा तैनू दिख जु pavilion
सोहनी दे बाल golden virginian
लौंदे ऐ चक्क्दे नी Strap हुन
F**k 9 मील 9 मिलीमीटर बेक हुन
एक दरख्वास्त तू मेरी ले सुन
Diss Culture नू बनायीं ना fashion
मुंडे किन्ने जेला तो करन phone
मुंडे किन्ने उरे बन गए Soul
मुंडे किन्ने उर्रे बल्लियाँ च told
नशा वेच मुंडे गए उर्रे gold
एन्नु समझी खेल ना
Caviar कही है पर भुलादी भेल ना
एन्ना Labelan तो होए वे Sale ना
चाहं beef एन्ना दी होई bail ना
एन्नु समझी खेल ना
Caviar कही है पर भुलादी भेल ना
एन्ना Labelan तो होए वे Sale ना
चाहं beef एन्ना दी होई bail ना

बन्दना बन्दना Gang
करते हम गल्ली में Hang
बोलते हम Gully के Slangs
बन्दना बन्दना गैंग
बन्दना बन्दना गैंग
करते हम गल्ली में Hang
बोलते हम Gully के Slangs
बन्दना बन्दना गैंग
बन्दना बन्दना Gang
हम माशाल्लाह माशाल्लाह Gang
करते हम गल्ली में Hang
बन्दना बन्दना गैंग
बन्दना बन्दना गैंग
हम माशाल्लाह माशाल्लाह Gang
करते हम गल्ली में Hang
बन्दना बन्दना गैंगEmbed"
Divine,Street Lori,"6 ContributorsStreet Lori LyricsAa Gaye Hum Heat Lekar
Saara Poora Street Lekar
Bada Sa Naseeb Lekar Haan
Aa Gaye Hum Street Lekar
Pen Se Naseeb Lekar
Kandhon Pe Dreem Lekar Haan
Aa Gaye Hum Heat Lekar
Saara Poora Street Lekar
Bada Sa Naseeb Lekar Haan
Aa Gaye Hum Street Lekar
Pen Se Naseeb Lekar
Kandhon Pe Dreem Lekar Haan
Oh Ek Do Saal Nahiyo Ho Gaye Poore Atth
Yeh Duniyan Ton Raah Ni Main Kar Lene Wakh
Naam Singh Di Likhayi Ohna Pureya Na Pakh
Yaar Vich Digge Maithon Kujh Kareya Na SakkYou might also likeEmbed"
Divine,LEGENDS,"3 ContributorsLEGENDS LyricsKoi haara koi jeeta
Koi sheer koi cheetah
Yahan sabka hai apna tareeka
Par kitne se sikha aur kitne se peeta
Jab jaata upar tab mat dikha nicha
Haan, mehnat-mehnat-mehnat se mat nahi rahne ka
Girke uthkar udke niche nahi dekhne ka
Lakshay hai saamne tab piche nahi dekhen ka
Lakshay hasil phir gayan dushro mein dene ka
Aa, sun chhote ye sab thassan wale kaam hai
Ye tango se lekar pure gardan wale kaam hai
Ye dimag aur dil ka pura presence wala kaam hai
Ye mamuli nai chhote legend wale kaam hai
True weapon, true steapen mere bhai log(Gully)
Mera skill mera weapon mere bhai log(Gully)
Competition sab piche aage mere bhai log(Gully)
Kaun kaun? Gully gang mere bhai log
Aah Only Legends
Aah Only Legends
Chal mat roo bey(Mat roo)
Khiladi bante khatro se
Zindagi jyada aachi lagti mujhe sapno mein
Neend mein hi chal raha(Chal raha), mujhe pakdo bey
Thukraya tujhe apno ne
Are chill reh na bro, jo tu karta hai kar
Phir toh real hai na bro
Skills ki baatein bol kahan pe milne ka bro
Agar game wali baatein phir hill dena
All time classic bole dil se na
You might also likeHar ghadi ready legend wali waqt
Yahan samjho na MJ ye legend wala latt hai
Yahan panchi hai chhote sirf hausla rakhte shakt
Yahan local hai flow hum thodi na thakte
True weapon, true steapen mere bhai log
Mera skill mera weapon mere bhai log
Competition sab piche aage mere bhai log
Kaun kaun? BC One mere bhai logEmbed"
Divine,Hitman,"3 ContributorsTranslationsEnglishHitman Lyrics
Gully Gang
Thoda beat ko chalne dete
Hitman hun main, hitman hun main
Sirf hits me baat karte apan
Chal gin, gin, gin

Hum ginte hi jaare aur wo witness kare
Ab builder waala paisa jaise fitness kare
Hum hitlist par hai kyun ki hit list bhare
Pehle puchte nahi the ab wo sab miss kare (Haan)

Hitman hun main, hitman hun main (Hitman)
Hitman hun main, hitman hun main
Aa Mumbai ka Rohit, aur skills me poora-poora fit man hoon main, fit man hoon main

Brown munde, haa underground munde
Gaadi meri slow aur foonkta main loud munde
Round munde, jab bhi dekhte wo mujhe hote proud munde
Aankhe sekhte wo khulle
Shohrat se milti nahi ijjat
Mehnat aur keesmat se milti hai ijjat
Aur ijjat bhai boht jyada ziddi hai (Boht jyada)
Rap khel me ungliyon pe hoti iski geenti hai
Bandi kе main sar pe wo bolti hai bindi hai
Boldi wo so good, hood waali Hindi hai
Bandra se wo nikli, phir bhi wo filmy hai
Ex uska town se, phir bhi wo chindi hai
You might also like
East waalе ladke aur hum hype hai
Town ho ya gully, sir hum nice hai
East waale ladke sir hum hype hai
Town ho ya gully, sir hum nice hai
(Haa-haa-haa)

Hum ginte hi jaare aur wo witness kare
Ab builder waala paisa jaise fitness kare
Hum hitlist par hai kyun ki hit list bhare
Pehle puchte nahi the ab wo sab miss kare (Haan)

Hitman hun main, hitman hun main (Hitman)
Hitman hun main, hitman hun main
Aa Mumbai ka Rohit, aur skills me poora-poora fit man hoon main, fit man hoon main

Ha khoon me junoon hai
Liya humne haath se, jo mila tujhko spoon se
Music sirf sukoon de
Kisi ka ni sunte, wo kehte hum hai gunde
Dhan mila dhun se, ab mera lund se
Project tujhe mila kyun ki chhoda maine haath se
Internet ke bacche sirf internet pe bajte
Asal apni zindagi aur durr rehte sabse
Nikalte tere kharche, bichaye humne nakshe
Kaam karna padta kuch milta nahi luck se
Shaitaan jaana chahta kya hai naata mera rabb se
Sher wo toh kab se, zyada bola rakh de
Tum chalte nahi bakte, hum baate nahi karte
Paisa, nasha dono chadhta nahi mere sar pe
Wahi don main booth me, wahi don main ghar pe
Haq ka mera ho toh haq se lenge ladke
Jeete ho tum sadke aise jeete ho tum darke
Hum ginte hi jaare aur wo witness kare
Ab builder waala paisa jaise fitness kare
Hum hitlist par hai kyun ki hit list bhare
Pehle puchte nahi the ab wo sab miss kare (Haan)

Hitman hun main, hitman hun main (Hitman)
Hitman hun main, hitman hun main
Aa Mumbai ka Rohit, aur skills me poora-poora fit man hoon main, fit man hoon mainEmbed"
Divine,VOICE OF THE STREETS,"1 ContributorVOICE OF THE STREETS Lyrics


Five Nine
JB
Look I was raised in the gutta
Raised a single mother
Don't fuck with my money
I know what is hunger
Friends switching like numbers
My third eye open
Till I see my maker
Imma ride till the road end
Everybody dies, But not everybody lives (Haan)
A lot of them to take, But not everybody gives (Haan)
Life goes on many days for the days
And I hit where it hurts boy, don't fuck with the kid
Imma soldier! (soldier)
My hearts' turned colder
Dark thoughts runnin
My mind's never sober
I told ya nuthin but God is love
Tryna get out this dirt fore I turn to dust
Got this game on
Lock boy, cobra clutch
Fuck around I leave you red like a local bus
Flow is, heroin, cocaine, vocal touch
Yes you know the team, but you don't roll with us
You might also like
Float like a butterfly
Sting like a bee (Like a bee)
Light us up
I'm the voice of the streets
You can take away my soul and put me to sleep
Hallelujah!, Only truth I will seek, I say
Float like a butterfly
Sting like a bee (Like a bee)
Light us up
I'm the voice of the streets
You can take away my soul and put me to sleep
Hallelujah!, Only truth I will seek

I'm the voice of the streets, till they put me beneath
Hallelujah!, Only truth I will seek

Nah little homie you really wouldn't walk this plank
You can lift it and dump, like some garbage can
Choke his glands, If he try stunts like Jackie Chan
All they be out here like traffic jam
Never slippin fam
My click rolls proper (proper)
Slumdogs, we even made it to the Oscars
Five Nine, we them boys from the nakkas
I'm sick from the land of the doctors
Fuck Rap boy
We really live this shit
I break bread with the boys I get hungry with
Money whips
Hungry kids
Life is a funny bitch
Money switch best friends to enemies
When I die, I hope they remember me
Pretty boy, riding wild in these ugly streets
Float like a butterfly
Sting like a bee (Like a bee)
Light us up
I'm the voice of the streets
You can take away my soul and put me to sleep
Hallelujah!, Only truth I will seek, I say
Float like a butterfly
Sting like a bee (Like a bee)
Light us up
I'm the voice of the streets
You can take away my soul and put me to sleep
Hallelujah!, Only truth I will seek

Only truth I will seek
Only truth I will seek (truth I will seek)Embed"
Divine,Flex Kar,"4 ContributorsFlex Kar Lyrics
Ra ra ra ra ra
La la la la
Gully Gang gang gang
Hitboy
Hindustan mein kya
Hurr, hurraa

Haa flex rap karne lage road wale
Jo bhi style chune use pakad ke hum tod daale
Poori building hila de
Aa gaye hum chawl wale
GG wala Merch
Maange mujhse mall wale
Ring ring ring boht saare call aa rahe
Isko karna deal usko karna show
Jo bhi karna kare Pehle pehle mera paisa do (Paisa do)
Paisa paisa Kyun?
Kyunki paise se hi pehchan ho
Rishton ki ration wali line lagi padi (Padi)
Jaha se mai guzra puri time lagi padi (Padi)
Boht saare bole wo Divine mera buddy (Buddy)
Chal chane Divine yaha busy
Ab sab kuch hai kabu me
Lambe haath maaru jaise haath merе kaanun hai
Phooku jaise Saadhu me
Kuch nahi Maasoom hai
Apna ek class hu mai
Duniya mеri classroom hai
Tum bete classroom me
You might also like
Guddi check (Aaye)
Dil check, bed check (Check, check)
Shoe check, money check
Flex kar flex kar flex kar flex kar
Guddi check (Aaye)
Dil check, bed check (Check, check)
Shoe check, money check (Money check)
Flex kar flex kar flex kar flex kar

Flex kare
GG mere chest par hai
Beat mein hai dard
Pura Rap khel hum par hai
Kooda laate tum
Tera pura Crew Dumper hai
Mera Raw Raw
DMX pehne jumper hai
Icy icy mera neck pura asli hai
Aath digit numbers mera cheque pura asli hai
Bombay Rap OG ye flex pura asli hai
Hazam nahi hota ab to boht kuch pakni hai
Jalne do jalti hai
Jal rahe hai (Jal rahi hai)
Kal mera bhujh gaya
Aaj me safal rahe
Hustler mai
Kim ghumane mere nas nas me
Plain kapde Drip tot aur style mere rag rag me
Check kar
Swinging sword leg chuck
Closing down your sector
Aake check karle mere method mai
Paisa barsaade har Weather me
Mai hu Weather-Man
Agar Guddi teri nice chhote flex kar (Flex kar)
Ghar pe sab healthy, chal flex kar (Flex kar)
Cash kiya check, chal flex kar
YouTube ke villain par milne par ye Casper
Agar Guddi teri nice, chal flex kar
Ghar pe sab healthy, chal flex kar
Cash kiya check, chal flex kar
YouTube ke villain par milne par ye Casper

Ra ra ra ra ra
Sar se leke per tak, per se leke sar tak
Gully Gang gang
Basti se leke news tak
Gully Gang gang gang
RraaEmbed"
